NOC,M,F,Total,Year,Host_Country,Host_City,Summer,Winter
LAO,17,2,19,1980,RUS,Moscow,True,False
LBN,16,0,16,1980,RUS,Moscow,True,False
MGL,37,4,41,1980,RUS,Moscow,True,False
NEP,11,0,11,1980,RUS,Moscow,True,False
PRK,41,8,49,1980,RUS,Moscow,True,False
SRI,4,0,4,1980,RUS,Moscow,True,False
SYR,64,2,66,1980,RUS,Moscow,True,False
VIE,22,8,30,1980,RUS,Moscow,True,False
AND,2,0,2,1980,RUS,Moscow,True,False
AUT,63,19,82,1980,RUS,Moscow,True,False
BEL,43,15,58,1980,RUS,Moscow,True,False
BUL,181,88,269,1980,RUS,Moscow,True,False
CYP,12,2,14,1980,RUS,Moscow,True,False
DEN,55,3,58,1980,RUS,Moscow,True,False
ESP,136,9,145,1980,RUS,Moscow,True,False
FIN,85,6,91,1980,RUS,Moscow,True,False
FRA,97,23,120,1980,RUS,Moscow,True,False
GDR,219,124,343,1980,RUS,Moscow,True,False
GBR,150,70,220,1980,RUS,Moscow,True,False
GRE,38,3,41,1980,RUS,Moscow,True,False
HUN,180,81,261,1980,RUS,Moscow,True,False
IRL,46,3,49,1980,RUS,Moscow,True,False
ISL,9,0,9,1980,RUS,Moscow,True,False
ITA,121,38,159,1980,RUS,Moscow,True,False
LUX,3,0,3,1980,RUS,Moscow,True,False
MLT,7,1,8,1980,RUS,Moscow,True,False
NED,58,18,76,1980,RUS,Moscow,True,False
POL,216,75,291,1980,RUS,Moscow,True,False
POR,7,1,8,1980,RUS,Moscow,True,False
ROU,156,62,218,1980,RUS,Moscow,True,False
SMR,15,0,15,1980,RUS,Moscow,True,False
SWE,122,23,145,1980,RUS,Moscow,True,False
SUI,66,8,74,1980,RUS,Moscow,True,False
TCH,162,47,209,1980,RUS,Moscow,True,False
URS,340,150,490,1980,RUS,Moscow,True,False
YUG,136,28,164,1980,RUS,Moscow,True,False
AUS,93,28,121,1980,RUS,Moscow,True,False
NZL,4,0,4,1980,RUS,Moscow,True,False
ALG,31,0,31,1984,USA,Los Angeles,True,False
BEN,3,0,3,1984,USA,Los Angeles,True,False
BOT,7,0,7,1984,USA,Los Angeles,True,False
CMR,42,4,46,1984,USA,Los Angeles,True,False
CAF,2,0,2,1984,USA,Los Angeles,True,False
CGO,8,1,9,1984,USA,Los Angeles,True,False
CIV,14,1,15,1984,USA,Los Angeles,True,False
DJI,3,0,3,1984,USA,Los Angeles,True,False
EGY,107,5,112,1984,USA,Los Angeles,True,False
GAB,1,2,3,1984,USA,Los Angeles,True,False
GAM,6,4,10,1984,USA,Los Angeles,True,False
GHA,15,7,22,1984,USA,Los Angeles,True,False
GUI,3,0,3,1984,USA,Los Angeles,True,False
GEQ,4,0,4,1984,USA,Los Angeles,True,False
KEN,55,5,60,1984,USA,Los Angeles,True,False
LES,4,0,4,1984,USA,Los Angeles,True,False
LBR,6,1,7,1984,USA,Los Angeles,True,False
MAD,4,0,4,1984,USA,Los Angeles,True,False
MAW,15,0,15,1984,USA,Los Angeles,True,False
MLI,4,0,4,1984,USA,Los Angeles,True,False
MAR,34,1,35,1984,USA,Los Angeles,True,False
MRI,3,1,4,1984,USA,Los Angeles,True,False
MTN,2,0,2,1984,USA,Los Angeles,True,False
MOZ,8,1,9,1984,USA,Los Angeles,True,False
NIG,3,0,3,1984,USA,Los Angeles,True,False
NGR,33,2,35,1984,USA,Los Angeles,True,False
UGA,23,2,25,1984,USA,Los Angeles,True,False
RWA,2,1,3,1984,USA,Los Angeles,True,False
SEN,22,1,23,1984,USA,Los Angeles,True,False
SEY,8,1,9,1984,USA,Los Angeles,True,False
SLE,6,2,8,1984,USA,Los Angeles,True,False
SOM,7,0,7,1984,USA,Los Angeles,True,False
SUD,5,0,5,1984,USA,Los Angeles,True,False
SWZ,8,0,8,1984,USA,Los Angeles,True,False
TAN,16,2,18,1984,USA,Los Angeles,True,False
CHA,3,0,3,1984,USA,Los Angeles,True,False
TOG,6,0,6,1984,USA,Los Angeles,True,False
TUN,22,1,23,1984,USA,Los Angeles,True,False
ZAI,7,1,8,1984,USA,Los Angeles,True,False
ZAM,16,0,16,1984,USA,Los Angeles,True,False
ZIM,12,3,15,1984,USA,Los Angeles,True,False
ANT,10,4,14,1984,USA,Los Angeles,True,False
AHO,3,5,8,1984,USA,Los Angeles,True,False
ARG,72,10,82,1984,USA,Los Angeles,True,False
BAH,15,5,20,1984,USA,Los Angeles,True,False
BAR,13,3,16,1984,USA,Los Angeles,True,False
BIZ,11,0,11,1984,USA,Los Angeles,True,False
BER,10,1,11,1984,USA,Los Angeles,True,False
BOL,9,1,10,1984,USA,Los Angeles,True,False
BRA,126,21,147,1984,USA,Los Angeles,True,False
CAY,7,1,8,1984,USA,Los Angeles,True,False
CAN,257,151,408,1984,USA,Los Angeles,True,False
CHI,50,2,52,1984,USA,Los Angeles,True,False
COL,36,3,39,1984,USA,Los Angeles,True,False
CRC,25,1,26,1984,USA,Los Angeles,True,False
DOM,16,4,20,1984,USA,Los Angeles,True,False
ECU,12,1,13,1984,USA,Los Angeles,True,False
GRN,3,1,4,1984,USA,Los Angeles,True,False
GUA,19,4,23,1984,USA,Los Angeles,True,False
GUY,5,2,7,1984,USA,Los Angeles,True,False
HAI,1,2,3,1984,USA,Los Angeles,True,False
HON,9,3,12,1984,USA,Los Angeles,True,False
JAM,31,14,45,1984,USA,Los Angeles,True,False
MEX,77,21,98,1984,USA,Los Angeles,True,False
NCA,5,0,5,1984,USA,Los Angeles,True,False
PAN,7,1,8,1984,USA,Los Angeles,True,False
PAR,14,0,14,1984,USA,Los Angeles,True,False
PER,19,17,36,1984,USA,Los Angeles,True,False
PUR,44,7,51,1984,USA,Los Angeles,True,False
ESA,9,1,10,1984,USA,Los Angeles,True,False
SUR,5,0,5,1984,USA,Los Angeles,True,False
TTO,11,5,16,1984,USA,Los Angeles,True,False
URU,18,1,19,1984,USA,Los Angeles,True,False
USA,340,182,522,1984,USA,Los Angeles,True,False
VEN,25,1,26,1984,USA,Los Angeles,True,False
ISV,26,3,29,1984,USA,Los Angeles,True,False
IVB,8,0,8,1984,USA,Los Angeles,True,False
KSA,39,0,39,1984,USA,Los Angeles,True,False
BRN,10,0,10,1984,USA,Los Angeles,True,False
BAN,1,0,1,1984,USA,Los Angeles,True,False
BHU,3,3,6,1984,USA,Los Angeles,True,False
BIR,1,0,1,1984,USA,Los Angeles,True,False
CHN,137,86,223,1984,USA,Los Angeles,True,False
TPE,31,7,38,1984,USA,Los Angeles,True,False
KOR,116,61,177,1984,USA,Los Angeles,True,False
UAE,7,0,7,1984,USA,Los Angeles,True,False
HKG,38,11,49,1984,USA,Los Angeles,True,False
IND,42,6,48,1984,USA,Los Angeles,True,False
INA,11,3,14,1984,USA,Los Angeles,True,False
IRQ,22,0,22,1984,USA,Los Angeles,True,False
JPN,174,51,225,1984,USA,Los Angeles,True,False
JOR,13,1,14,1984,USA,Los Angeles,True,False
KUW,23,0,23,1984,USA,Los Angeles,True,False
LBN,21,1,22,1984,USA,Los Angeles,True,False
MAS,20,1,21,1984,USA,Los Angeles,True,False
NEP,10,0,10,1984,USA,Los Angeles,True,False
OMA,16,0,16,1984,USA,Los Angeles,True,False
PAK,31,0,31,1984,USA,Los Angeles,True,False
PHI,15,4,19,1984,USA,Los Angeles,True,False
QAT,23,0,23,1984,USA,Los Angeles,True,False
SGP,5,0,5,1984,USA,Los Angeles,True,False
SRI,3,0,3,1984,USA,Los Angeles,True,False
SYR,8,0,8,1984,USA,Los Angeles,True,False
THA,24,10,34,1984,USA,Los Angeles,True,False
YAR(1),2,0,2,1984,USA,Los Angeles,True,False
AND,2,0,2,1984,USA,Los Angeles,True,False
AUT,71,31,102,1984,USA,Los Angeles,True,False
BEL,49,16,65,1984,USA,Los Angeles,True,False
CYP,10,0,10,1984,USA,Los Angeles,True,False
DEN,48,11,59,1984,USA,Los Angeles,True,False
ESP,164,16,180,1984,USA,Los Angeles,True,False
FIN,75,13,88,1984,USA,Los Angeles,True,False
FRA,190,48,238,1984,USA,Los Angeles,True,False
FRG,285,123,408,1984,USA,Los Angeles,True,False
GBR,228,106,334,1984,USA,Los Angeles,True,False
GRE,59,4,63,1984,USA,Los Angeles,True,False
IRL,28,14,42,1984,USA,Los Angeles,True,False
ISL,27,3,30,1984,USA,Los Angeles,True,False
ISR,24,8,32,1984,USA,Los Angeles,True,False
ITA,222,46,268,1984,USA,Los Angeles,True,False
LIE,5,2,7,1984,USA,Los Angeles,True,False
LUX,4,1,5,1984,USA,Los Angeles,True,False
MLT,5,2,7,1984,USA,Los Angeles,True,False
MON,7,0,7,1984,USA,Los Angeles,True,False
NOR,85,19,104,1984,USA,Los Angeles,True,False
NED,87,53,140,1984,USA,Los Angeles,True,False
POR,30,9,39,1984,USA,Los Angeles,True,False
ROU,71,53,124,1984,USA,Los Angeles,True,False
SMR,18,1,19,1984,USA,Los Angeles,True,False
SWE,131,43,174,1984,USA,Los Angeles,True,False
SUI,103,26,129,1984,USA,Los Angeles,True,False
TUR,46,1,47,1984,USA,Los Angeles,True,False
YUG,114,34,148,1984,USA,Los Angeles,True,False
AUS,169,73,242,1984,USA,Los Angeles,True,False
FIJ,12,3,15,1984,USA,Los Angeles,True,False
NZL,98,32,130,1984,USA,Los Angeles,True,False
PNG,4,3,7,1984,USA,Los Angeles,True,False
SOL,3,0,3,1984,USA,Los Angeles,True,False
SAM,8,0,8,1984,USA,Los Angeles,True,False
TGA,7,0,7,1984,USA,Los Angeles,True,False
ALG,41,2,43,1988,KOR,Seoul,True,False
ANG,23,5,28,1988,KOR,Seoul,True,False
BEN,6,1,7,1988,KOR,Seoul,True,False
BOT,8,0,8,1988,KOR,Seoul,True,False
BUR,5,1,6,1988,KOR,Seoul,True,False
CMR,13,2,15,1988,KOR,Seoul,True,False
CAF,15,0,15,1988,KOR,Seoul,True,False
CGO,5,2,7,1988,KOR,Seoul,True,False
CIV,11,17,28,1988,KOR,Seoul,True,False
DJI,6,0,6,1988,KOR,Seoul,True,False
EGY,52,1,53,1988,KOR,Seoul,True,False
GAB,2,1,3,1988,KOR,Seoul,True,False
GAM,13,1,14,1988,KOR,Seoul,True,False
GHA,11,6,17,1988,KOR,Seoul,True,False
GUI,6,0,6,1988,KOR,Seoul,True,False
GEQ,4,2,6,1988,KOR,Seoul,True,False
KEN,70,4,74,1988,KOR,Seoul,True,False
LES,7,0,7,1988,KOR,Seoul,True,False
LBR,7,1,8,1988,KOR,Seoul,True,False
LBA,6,0,6,1988,KOR,Seoul,True,False
MAW,16,0,16,1988,KOR,Seoul,True,False
MLI,5,1,6,1988,KOR,Seoul,True,False
MAR,24,3,27,1988,KOR,Seoul,True,False
MRI,5,2,7,1988,KOR,Seoul,True,False
MTN,6,0,6,1988,KOR,Seoul,True,False
MOZ,6,2,8,1988,KOR,Seoul,True,False
NIG,6,0,6,1988,KOR,Seoul,True,False
NGR,59,8,67,1988,KOR,Seoul,True,False
UGA,20,4,24,1988,KOR,Seoul,True,False
RWA,3,3,6,1988,KOR,Seoul,True,False
SEN,21,1,22,1988,KOR,Seoul,True,False
SLE,11,1,12,1988,KOR,Seoul,True,False
SOM,5,0,5,1988,KOR,Seoul,True,False
SUD,8,0,8,1988,KOR,Seoul,True,False
SWZ,12,0,12,1988,KOR,Seoul,True,False
TAN,10,0,10,1988,KOR,Seoul,True,False
CHA,6,0,6,1988,KOR,Seoul,True,False
TOG,6,0,6,1988,KOR,Seoul,True,False
TUN,36,2,38,1988,KOR,Seoul,True,False
ZAI,13,2,15,1988,KOR,Seoul,True,False
ZAM,30,0,30,1988,KOR,Seoul,True,False
ZIM,23,6,29,1988,KOR,Seoul,True,False
ANT,12,3,15,1988,KOR,Seoul,True,False
AHO,1,1,2,1988,KOR,Seoul,True,False
ARG,93,25,118,1988,KOR,Seoul,True,False
ARU,4,4,8,1988,KOR,Seoul,True,False
BAH,11,4,15,1988,KOR,Seoul,True,False
BAR,16,1,17,1988,KOR,Seoul,True,False
BIZ,10,0,10,1988,KOR,Seoul,True,False
BER,10,1,11,1988,KOR,Seoul,True,False
BOL,8,1,9,1988,KOR,Seoul,True,False
BRA,127,33,160,1988,KOR,Seoul,True,False
CAY,7,1,8,1988,KOR,Seoul,True,False
CAN,225,105,330,1988,KOR,Seoul,True,False
CHI,17,1,18,1988,KOR,Seoul,True,False
COL,34,6,40,1988,KOR,Seoul,True,False
CRC,8,7,15,1988,KOR,Seoul,True,False
DOM,14,1,15,1988,KOR,Seoul,True,False
ECU,10,3,13,1988,KOR,Seoul,True,False
GRN,5,2,7,1988,KOR,Seoul,True,False
GUA,24,3,27,1988,KOR,Seoul,True,False
GUY,7,1,8,1988,KOR,Seoul,True,False
HAI,2,1,3,1988,KOR,Seoul,True,False
HON,6,1,7,1988,KOR,Seoul,True,False
JAM,24,11,35,1988,KOR,Seoul,True,False
MEX,67,11,78,1988,KOR,Seoul,True,False
PAN,6,0,6,1988,KOR,Seoul,True,False
PAR,10,0,10,1988,KOR,Seoul,True,False
PER,7,14,21,1988,KOR,Seoul,True,False
PUR,44,3,47,1988,KOR,Seoul,True,False
VIN,5,1,6,1988,KOR,Seoul,True,False
ESA,5,1,6,1988,KOR,Seoul,True,False
SUR,4,2,6,1988,KOR,Seoul,True,False
TTO,4,1,5,1988,KOR,Seoul,True,False
URU,14,1,15,1988,KOR,Seoul,True,False
USA,251,192,443,1988,KOR,Seoul,True,False
VEN,14,2,16,1988,KOR,Seoul,True,False
ISV,19,3,22,1988,KOR,Seoul,True,False
IVB,3,0,3,1988,KOR,Seoul,True,False
AFG,4,0,4,1988,KOR,Seoul,True,False
KSA,8,0,8,1988,KOR,Seoul,True,False
BRN,7,0,7,1988,KOR,Seoul,True,False
BAN,8,0,8,1988,KOR,Seoul,True,False
BHU,3,0,3,1988,KOR,Seoul,True,False
BIR,0,2,2,1988,KOR,Seoul,True,False
CHN,152,125,277,1988,KOR,Seoul,True,False
TPE,44,18,62,1988,KOR,Seoul,True,False
KOR,260,133,393,1988,KOR,Seoul,True,False
UAE,12,0,12,1988,KOR,Seoul,True,False
HKG,39,10,49,1988,KOR,Seoul,True,False
IND,42,7,49,1988,KOR,Seoul,True,False
INA,23,6,29,1988,KOR,Seoul,True,False
IRI,22,0,22,1988,KOR,Seoul,True,False
IRQ,27,0,27,1988,KOR,Seoul,True,False
JPN,192,68,260,1988,KOR,Seoul,True,False
JOR,5,2,7,1988,KOR,Seoul,True,False
KUW,25,0,25,1988,KOR,Seoul,True,False
LAO,2,1,3,1988,KOR,Seoul,True,False
LBN,19,2,21,1988,KOR,Seoul,True,False
MAS,5,4,9,1988,KOR,Seoul,True,False
MDV,7,0,7,1988,KOR,Seoul,True,False
MGL,24,4,28,1988,KOR,Seoul,True,False
NEP,13,3,16,1988,KOR,Seoul,True,False
OMA,8,0,8,1988,KOR,Seoul,True,False
PAK,30,0,30,1988,KOR,Seoul,True,False
PHI,27,5,32,1988,KOR,Seoul,True,False
QAT,9,0,9,1988,KOR,Seoul,True,False
SGP,7,1,8,1988,KOR,Seoul,True,False
SRI,4,2,6,1988,KOR,Seoul,True,False
SYR,13,0,13,1988,KOR,Seoul,True,False
THA,12,2,14,1988,KOR,Seoul,True,False
VIE,7,1,8,1988,KOR,Seoul,True,False
YAR(1),9,0,9,1988,KOR,Seoul,True,False
YMD(2),6,0,6,1988,KOR,Seoul,True,False
AND,3,0,3,1988,KOR,Seoul,True,False
AUT,66,7,73,1988,KOR,Seoul,True,False
BEL,36,24,60,1988,KOR,Seoul,True,False
BUL,107,67,174,1988,KOR,Seoul,True,False
CYP,7,2,9,1988,KOR,Seoul,True,False
DEN,58,21,79,1988,KOR,Seoul,True,False
ESP,200,30,230,1988,KOR,Seoul,True,False
FIN,60,19,79,1988,KOR,Seoul,True,False
FRA,193,74,267,1988,KOR,Seoul,True,False
FRG,244,103,347,1988,KOR,Seoul,True,False
GDR,158,103,261,1988,KOR,Seoul,True,False
GBR,223,126,349,1988,KOR,Seoul,True,False
GRE,46,12,58,1988,KOR,Seoul,True,False
HUN,154,36,190,1988,KOR,Seoul,True,False
IRL,51,9,60,1988,KOR,Seoul,True,False
ISL,27,4,31,1988,KOR,Seoul,True,False
ISR,15,4,19,1988,KOR,Seoul,True,False
ITA,211,41,252,1988,KOR,Seoul,True,False
LIE,8,3,11,1988,KOR,Seoul,True,False
LUX,6,3,9,1988,KOR,Seoul,True,False
MLT,5,1,6,1988,KOR,Seoul,True,False
MON,7,1,8,1988,KOR,Seoul,True,False
NOR,44,25,69,1988,KOR,Seoul,True,False
NED,93,53,146,1988,KOR,Seoul,True,False
POL,112,33,145,1988,KOR,Seoul,True,False
POR,56,9,65,1988,KOR,Seoul,True,False
ROU,31,36,67,1988,KOR,Seoul,True,False
SMR,11,0,11,1988,KOR,Seoul,True,False
SWE,148,37,185,1988,KOR,Seoul,True,False
SUI,72,27,99,1988,KOR,Seoul,True,False
TCH,109,53,162,1988,KOR,Seoul,True,False
TUR,36,5,41,1988,KOR,Seoul,True,False
URS,320,162,482,1988,KOR,Seoul,True,False
YUG,117,38,155,1988,KOR,Seoul,True,False
AUS,183,72,255,1988,KOR,Seoul,True,False
COK,6,1,7,1988,KOR,Seoul,True,False
FIJ,19,4,23,1988,KOR,Seoul,True,False
GUM,15,5,20,1988,KOR,Seoul,True,False
NZL,57,16,73,1988,KOR,Seoul,True,False
PNG,9,2,11,1988,KOR,Seoul,True,False
SOL,5,0,5,1988,KOR,Seoul,True,False
ASA,6,0,6,1988,KOR,Seoul,True,False
SAM,11,0,11,1988,KOR,Seoul,True,False
TGA,4,1,5,1988,KOR,Seoul,True,False
VAN,3,1,4,1988,KOR,Seoul,True,False
ALG,33,2,35,1992,ESP,Barcelone,True,False
ANG,25,3,28,1992,ESP,Barcelone,True,False
BEN,4,2,6,1992,ESP,Barcelone,True,False
BOT,6,0,6,1992,ESP,Barcelone,True,False
BUR,4,0,4,1992,ESP,Barcelone,True,False
CMR,3,5,8,1992,ESP,Barcelone,True,False
CAF,14,2,16,1992,ESP,Barcelone,True,False
CGO,6,1,7,1992,ESP,Barcelone,True,False
CIV,8,5,13,1992,ESP,Barcelone,True,False
DJI,8,0,8,1992,ESP,Barcelone,True,False
EGY,72,3,75,1992,ESP,Barcelone,True,False
ETH,14,6,20,1992,ESP,Barcelone,True,False
GAB,4,1,5,1992,ESP,Barcelone,True,False
GAM,5,0,5,1992,ESP,Barcelone,True,False
GHA,33,2,35,1992,ESP,Barcelone,True,False
GUI,6,2,8,1992,ESP,Barcelone,True,False
GEQ,5,2,7,1992,ESP,Barcelone,True,False
KEN,40,9,49,1992,ESP,Barcelone,True,False
LES,5,1,6,1992,ESP,Barcelone,True,False
LBA,5,0,5,1992,ESP,Barcelone,True,False
MAD,8,5,13,1992,ESP,Barcelone,True,False
MAW,3,1,4,1992,ESP,Barcelone,True,False
MLI,3,2,5,1992,ESP,Barcelone,True,False
MAR,43,1,44,1992,ESP,Barcelone,True,False
MRI,6,7,13,1992,ESP,Barcelone,True,False
MTN,6,0,6,1992,ESP,Barcelone,True,False
MOZ,3,3,6,1992,ESP,Barcelone,True,False
NAM,5,1,6,1992,ESP,Barcelone,True,False
NIG,3,0,3,1992,ESP,Barcelone,True,False
NGR,32,23,55,1992,ESP,Barcelone,True,False
UGA,6,2,8,1992,ESP,Barcelone,True,False
RSA,68,24,92,1992,ESP,Barcelone,True,False
RWA,7,3,10,1992,ESP,Barcelone,True,False
SEN,18,2,20,1992,ESP,Barcelone,True,False
SEY,6,1,7,1992,ESP,Barcelone,True,False
SLE,9,2,11,1992,ESP,Barcelone,True,False
SUD,5,0,5,1992,ESP,Barcelone,True,False
SWZ,6,0,6,1992,ESP,Barcelone,True,False
TAN,9,0,9,1992,ESP,Barcelone,True,False
CHA,5,1,6,1992,ESP,Barcelone,True,False
TOG,6,0,6,1992,ESP,Barcelone,True,False
TUN,11,2,13,1992,ESP,Barcelone,True,False
ZAI,15,2,17,1992,ESP,Barcelone,True,False
ZAM,8,1,9,1992,ESP,Barcelone,True,False
ZIM,10,9,19,1992,ESP,Barcelone,True,False
ANT,9,4,13,1992,ESP,Barcelone,True,False
AHO,3,1,4,1992,ESP,Barcelone,True,False
ARG,67,17,84,1992,ESP,Barcelone,True,False
ARU,4,1,5,1992,ESP,Barcelone,True,False
BAH,12,2,14,1992,ESP,Barcelone,True,False
BAR,15,1,16,1992,ESP,Barcelone,True,False
BIZ,9,1,10,1992,ESP,Barcelone,True,False
BER,14,6,20,1992,ESP,Barcelone,True,False
BOL,8,5,13,1992,ESP,Barcelone,True,False
BRA,132,50,182,1992,ESP,Barcelone,True,False
CAY,10,0,10,1992,ESP,Barcelone,True,False
CAN,180,115,295,1992,ESP,Barcelone,True,False
CHI,9,3,12,1992,ESP,Barcelone,True,False
COL,46,3,49,1992,ESP,Barcelone,True,False
CRC,11,5,16,1992,ESP,Barcelone,True,False
CUB,125,50,175,1992,ESP,Barcelone,True,False
DOM,30,2,32,1992,ESP,Barcelone,True,False
ECU,7,6,13,1992,ESP,Barcelone,True,False
GRN,3,1,4,1992,ESP,Barcelone,True,False
GUA,9,2,11,1992,ESP,Barcelone,True,False
GUY,5,1,6,1992,ESP,Barcelone,True,False
HAI,7,0,7,1992,ESP,Barcelone,True,False
HON,7,3,10,1992,ESP,Barcelone,True,False
JAM,23,14,37,1992,ESP,Barcelone,True,False
MEX,77,24,101,1992,ESP,Barcelone,True,False
NCA,5,1,6,1992,ESP,Barcelone,True,False
PAN,5,0,5,1992,ESP,Barcelone,True,False
PAR,23,3,26,1992,ESP,Barcelone,True,False
PER,12,4,16,1992,ESP,Barcelone,True,False
PUR,65,6,71,1992,ESP,Barcelone,True,False
VIN,4,4,8,1992,ESP,Barcelone,True,False
ESA,3,1,4,1992,ESP,Barcelone,True,False
SUR,4,1,5,1992,ESP,Barcelone,True,False
TTO,7,0,7,1992,ESP,Barcelone,True,False
URU,15,0,15,1992,ESP,Barcelone,True,False
USA,349,188,537,1992,ESP,Barcelone,True,False
VEN,22,5,27,1992,ESP,Barcelone,True,False
ISV,20,5,25,1992,ESP,Barcelone,True,False
IVB,4,0,4,1992,ESP,Barcelone,True,False
KSA,9,0,9,1992,ESP,Barcelone,True,False
BRN,10,0,10,1992,ESP,Barcelone,True,False
BAN,5,1,6,1992,ESP,Barcelone,True,False
BHU,3,3,6,1992,ESP,Barcelone,True,False
CHN,117,128,245,1992,ESP,Barcelone,True,False
TPE,23,8,31,1992,ESP,Barcelone,True,False
KOR,154,72,226,1992,ESP,Barcelone,True,False
PRK,36,28,64,1992,ESP,Barcelone,True,False
UAE,13,0,13,1992,ESP,Barcelone,True,False
HKG,29,11,40,1992,ESP,Barcelone,True,False
IND,47,4,51,1992,ESP,Barcelone,True,False
INA,29,15,44,1992,ESP,Barcelone,True,False
IRI,37,0,37,1992,ESP,Barcelone,True,False
IRQ,7,0,7,1992,ESP,Barcelone,True,False
JPN,174,79,253,1992,ESP,Barcelone,True,False
JOR,3,1,4,1992,ESP,Barcelone,True,False
KUW,34,0,34,1992,ESP,Barcelone,True,False
LAO,6,0,6,1992,ESP,Barcelone,True,False
LBN,12,0,12,1992,ESP,Barcelone,True,False
MAS,26,0,26,1992,ESP,Barcelone,True,False
MDV,6,1,7,1992,ESP,Barcelone,True,False
MGL,27,6,33,1992,ESP,Barcelone,True,False
MYA,1,3,4,1992,ESP,Barcelone,True,False
NEP,1,1,2,1992,ESP,Barcelone,True,False
OMA,5,0,5,1992,ESP,Barcelone,True,False
PAK,27,0,27,1992,ESP,Barcelone,True,False
PHI,24,2,26,1992,ESP,Barcelone,True,False
QAT,27,0,27,1992,ESP,Barcelone,True,False
SGP,10,4,14,1992,ESP,Barcelone,True,False
SRI,5,6,11,1992,ESP,Barcelone,True,False
SYR,8,1,9,1992,ESP,Barcelone,True,False
THA,23,23,46,1992,ESP,Barcelone,True,False
VIE,2,3,5,1992,ESP,Barcelone,True,False
YEM,8,0,8,1992,ESP,Barcelone,True,False
ALB,5,2,7,1992,ESP,Barcelone,True,False
AND,7,1,8,1992,ESP,Barcelone,True,False
AUT,72,31,103,1992,ESP,Barcelone,True,False
BEL,44,24,68,1992,ESP,Barcelone,True,False
BIH,7,3,10,1992,ESP,Barcelone,True,False
BUL,85,47,132,1992,ESP,Barcelone,True,False
CRO,36,3,39,1992,ESP,Barcelone,True,False
CYP,12,4,16,1992,ESP,Barcelone,True,False
DEN,76,33,109,1992,ESP,Barcelone,True,False
ESP,296,122,418,1992,ESP,Barcelone,True,False
EST,33,4,37,1992,ESP,Barcelone,True,False
EUN,308,164,472,1992,ESP,Barcelone,True,False
FIN,60,28,88,1992,ESP,Barcelone,True,False
FRA,241,96,337,1992,ESP,Barcelone,True,False
GBR,228,141,369,1992,ESP,Barcelone,True,False
GER,300,163,463,1992,ESP,Barcelone,True,False
GRE,56,14,70,1992,ESP,Barcelone,True,False
HUN,159,58,217,1992,ESP,Barcelone,True,False
IOP,39,20,59,1992,ESP,Barcelone,True,False
IRL,48,9,57,1992,ESP,Barcelone,True,False
ISL,25,3,28,1992,ESP,Barcelone,True,False
ISR,25,5,30,1992,ESP,Barcelone,True,False
ITA,227,76,303,1992,ESP,Barcelone,True,False
LAT,24,9,33,1992,ESP,Barcelone,True,False
LIE,4,3,7,1992,ESP,Barcelone,True,False
LTU,36,11,47,1992,ESP,Barcelone,True,False
LUX,5,1,6,1992,ESP,Barcelone,True,False
MLT,4,3,7,1992,ESP,Barcelone,True,False
MON,1,1,2,1992,ESP,Barcelone,True,False
NOR,51,32,83,1992,ESP,Barcelone,True,False
NED,117,83,200,1992,ESP,Barcelone,True,False
POL,149,52,201,1992,ESP,Barcelone,True,False
POR,67,22,89,1992,ESP,Barcelone,True,False
ROU,104,67,171,1992,ESP,Barcelone,True,False
SLO,29,6,35,1992,ESP,Barcelone,True,False
SMR,16,1,17,1992,ESP,Barcelone,True,False
SWE,143,44,187,1992,ESP,Barcelone,True,False
SUI,73,28,101,1992,ESP,Barcelone,True,False
TCH,150,65,215,1992,ESP,Barcelone,True,False
TUR,36,5,41,1992,ESP,Barcelone,True,False
AUS,187,92,279,1992,ESP,Barcelone,True,False
COK,2,0,2,1992,ESP,Barcelone,True,False
FIJ,14,4,18,1992,ESP,Barcelone,True,False
GUM,16,6,22,1992,ESP,Barcelone,True,False
NZL,93,42,135,1992,ESP,Barcelone,True,False
PNG,12,1,13,1992,ESP,Barcelone,True,False
SOL,1,0,1,1992,ESP,Barcelone,True,False
ASA,3,0,3,1992,ESP,Barcelone,True,False
SAM,5,0,5,1992,ESP,Barcelone,True,False
TGA,5,0,5,1992,ESP,Barcelone,True,False
VAN,7,2,9,1992,ESP,Barcelone,True,False
ALG,38,6,44,1996,USA,Atlanta,True,False
ANG,13,15,28,1996,USA,Atlanta,True,False
BDI,6,1,7,1996,USA,Atlanta,True,False
BEN,4,1,5,1996,USA,Atlanta,True,False
BOT,7,0,7,1996,USA,Atlanta,True,False
BUR,3,2,5,1996,USA,Atlanta,True,False
CMR,11,4,15,1996,USA,Atlanta,True,False
CAF,3,1,4,1996,USA,Atlanta,True,False
CGO,3,2,5,1996,USA,Atlanta,True,False
CIV,10,1,11,1996,USA,Atlanta,True,False
COM,3,1,4,1996,USA,Atlanta,True,False
CPV,3,1,4,1996,USA,Atlanta,True,False
DJI,5,0,5,1996,USA,Atlanta,True,False
EGY,27,2,29,1996,USA,Atlanta,True,False
ETH,10,8,18,1996,USA,Atlanta,True,False
GAB,6,1,7,1996,USA,Atlanta,True,False
GAM,8,1,9,1996,USA,Atlanta,True,False
GBS,3,0,3,1996,USA,Atlanta,True,False
GHA,33,2,35,1996,USA,Atlanta,True,False
GUI,3,1,4,1996,USA,Atlanta,True,False
