NOC,M,F,Total,Year,Host_Country,Host_City,Summer,Winter
PRK,3,3,6,1988,CAN,Calgary,False,True
TPE,11,2,13,1988,CAN,Calgary,False,True
AND,2,2,4,1988,CAN,Calgary,False,True
AUT,66,15,81,1988,CAN,Calgary,False,True
BEL,0,1,1,1988,CAN,Calgary,False,True
BUL,24,2,26,1988,CAN,Calgary,False,True
CYP,2,1,3,1988,CAN,Calgary,False,True
DEN,1,0,1,1988,CAN,Calgary,False,True
ESP,7,5,12,1988,CAN,Calgary,False,True
FIN,46,7,53,1988,CAN,Calgary,False,True
FRA,54,15,69,1988,CAN,Calgary,False,True
FRG,71,19,90,1988,CAN,Calgary,False,True
GBR,34,14,48,1988,CAN,Calgary,False,True
GDR,36,17,53,1988,CAN,Calgary,False,True
GRE,5,1,6,1988,CAN,Calgary,False,True
HUN,5,0,5,1988,CAN,Calgary,False,True
ISL,2,1,3,1988,CAN,Calgary,False,True
ITA,52,6,58,1988,CAN,Calgary,False,True
LIE,11,2,13,1988,CAN,Calgary,False,True
LUX,1,0,1,1988,CAN,Calgary,False,True
MON,3,0,3,1988,CAN,Calgary,False,True
NOR,53,10,63,1988,CAN,Calgary,False,True
NED,6,5,11,1988,CAN,Calgary,False,True
POL,29,4,33,1988,CAN,Calgary,False,True
POR,5,0,5,1988,CAN,Calgary,False,True
ROU,5,6,11,1988,CAN,Calgary,False,True
SMR,5,0,5,1988,CAN,Calgary,False,True
SWE,54,13,67,1988,CAN,Calgary,False,True
SUI,54,13,67,1988,CAN,Calgary,False,True
TCH,49,10,59,1988,CAN,Calgary,False,True
TUR,8,0,8,1988,CAN,Calgary,False,True
URS,78,23,101,1988,CAN,Calgary,False,True
YUG,16,6,22,1988,CAN,Calgary,False,True
AUS,17,2,19,1988,CAN,Calgary,False,True
FIJ,1,0,1,1988,CAN,Calgary,False,True
GUM,1,0,1,1988,CAN,Calgary,False,True
NZL,7,2,9,1988,CAN,Calgary,False,True
ALG,3,1,4,1992,FRA,Albertville,False,True
MAR,10,2,12,1992,FRA,Albertville,False,True
SEN,2,0,2,1992,FRA,Albertville,False,True
SWZ,1,0,1,1992,FRA,Albertville,False,True
AHO,2,0,2,1992,FRA,Albertville,False,True
ARG,15,5,20,1992,FRA,Albertville,False,True
BER,1,0,1,1992,FRA,Albertville,False,True
BOL,5,0,5,1992,FRA,Albertville,False,True
BRA,6,1,7,1992,FRA,Albertville,False,True
CAN,79,29,108,1992,FRA,Albertville,False,True
CHI,5,0,5,1992,FRA,Albertville,False,True
CRC,4,0,4,1992,FRA,Albertville,False,True
USA,97,50,147,1992,FRA,Albertville,False,True
HON,0,1,1,1992,FRA,Albertville,False,True
JAM,5,0,5,1992,FRA,Albertville,False,True
MEX,16,4,20,1992,FRA,Albertville,False,True
PUR,6,0,6,1992,FRA,Albertville,False,True
ISV,10,2,12,1992,FRA,Albertville,False,True
CHN,12,20,32,1992,FRA,Albertville,False,True
KOR,19,4,23,1992,FRA,Albertville,False,True
IND,2,0,2,1992,FRA,Albertville,False,True
JPN,40,20,60,1992,FRA,Albertville,False,True
LBN,4,0,4,1992,FRA,Albertville,False,True
MGL,4,0,4,1992,FRA,Albertville,False,True
PHI,1,0,1,1992,FRA,Albertville,False,True
PRK,9,11,20,1992,FRA,Albertville,False,True
TPE,8,0,8,1992,FRA,Albertville,False,True
AND,4,1,5,1992,FRA,Albertville,False,True
AUT,45,13,58,1992,FRA,Albertville,False,True
BEL,4,1,5,1992,FRA,Albertville,False,True
BUL,22,8,30,1992,FRA,Albertville,False,True
CYP,3,1,4,1992,FRA,Albertville,False,True
CRO,3,1,4,1992,FRA,Albertville,False,True
DEN,4,2,6,1992,FRA,Albertville,False,True
EUN,86,43,129,1992,FRA,Albertville,False,True
ESP,13,4,17,1992,FRA,Albertville,False,True
EST,14,5,19,1992,FRA,Albertville,False,True
FIN,49,13,62,1992,FRA,Albertville,False,True
FRA,79,30,109,1992,FRA,Albertville,False,True
GBR,39,10,49,1992,FRA,Albertville,False,True
GER,75,36,111,1992,FRA,Albertville,False,True
GRE,7,1,8,1992,FRA,Albertville,False,True
HUN,13,11,24,1992,FRA,Albertville,False,True
IRL,4,0,4,1992,FRA,Albertville,False,True
ISL,4,1,5,1992,FRA,Albertville,False,True
ITA,79,28,107,1992,FRA,Albertville,False,True
LAT,19,4,23,1992,FRA,Albertville,False,True
LIE,6,1,7,1992,FRA,Albertville,False,True
LTU,3,3,6,1992,FRA,Albertville,False,True
LUX,1,0,1,1992,FRA,Albertville,False,True
MON,5,0,5,1992,FRA,Albertville,False,True
NOR,61,19,80,1992,FRA,Albertville,False,True
NED,9,10,19,1992,FRA,Albertville,False,True
POL,41,12,53,1992,FRA,Albertville,False,True
ROU,14,9,23,1992,FRA,Albertville,False,True
SMR,3,0,3,1992,FRA,Albertville,False,True
SLO,20,7,27,1992,FRA,Albertville,False,True
SWE,56,17,73,1992,FRA,Albertville,False,True
SUI,57,17,74,1992,FRA,Albertville,False,True
TCH,55,19,74,1992,FRA,Albertville,False,True
TUR,8,0,8,1992,FRA,Albertville,False,True
YUG,22,3,25,1992,FRA,Albertville,False,True
AUS,15,7,22,1992,FRA,Albertville,False,True
NZL,5,1,6,1992,FRA,Albertville,False,True
RSA,1,1,2,1994,NOR,Lillehammer,False,True
SEN,1,0,1,1994,NOR,Lillehammer,False,True
ARG,4,6,10,1994,NOR,Lillehammer,False,True
BER,1,0,1,1994,NOR,Lillehammer,False,True
BRA,1,0,1,1994,NOR,Lillehammer,False,True
CAN,66,29,95,1994,NOR,Lillehammer,False,True
CHI,3,0,3,1994,NOR,Lillehammer,False,True
USA,95,52,147,1994,NOR,Lillehammer,False,True
JAM,4,0,4,1994,NOR,Lillehammer,False,True
MEX,1,0,1,1994,NOR,Lillehammer,False,True
PUR,5,0,5,1994,NOR,Lillehammer,False,True
TTO,2,0,2,1994,NOR,Lillehammer,False,True
ISV,7,1,8,1994,NOR,Lillehammer,False,True
CHN,7,17,24,1994,NOR,Lillehammer,False,True
KOR,11,10,21,1994,NOR,Lillehammer,False,True
JPN,43,16,59,1994,NOR,Lillehammer,False,True
KAZ,19,10,29,1994,NOR,Lillehammer,False,True
KGZ,0,1,1,1994,NOR,Lillehammer,False,True
MGL,1,0,1,1994,NOR,Lillehammer,False,True
UZB,3,4,7,1994,NOR,Lillehammer,False,True
TPE,2,0,2,1994,NOR,Lillehammer,False,True
AND,4,2,6,1994,NOR,Lillehammer,False,True
ARM,2,0,2,1994,NOR,Lillehammer,False,True
AUT,65,15,80,1994,NOR,Lillehammer,False,True
BLR,21,12,33,1994,NOR,Lillehammer,False,True
BEL,2,3,5,1994,NOR,Lillehammer,False,True
BIH,8,2,10,1994,NOR,Lillehammer,False,True
BUL,10,7,17,1994,NOR,Lillehammer,False,True
CYP,0,1,1,1994,NOR,Lillehammer,False,True
CRO,3,0,3,1994,NOR,Lillehammer,False,True
DEN,4,0,4,1994,NOR,Lillehammer,False,True
ESP,8,5,13,1994,NOR,Lillehammer,False,True
EST,17,9,26,1994,NOR,Lillehammer,False,True
FIN,47,14,61,1994,NOR,Lillehammer,False,True
FRA,68,30,98,1994,NOR,Lillehammer,False,True
GBR,25,7,32,1994,NOR,Lillehammer,False,True
GEO,5,0,5,1994,NOR,Lillehammer,False,True
GER,79,33,112,1994,NOR,Lillehammer,False,True
GRE,7,2,9,1994,NOR,Lillehammer,False,True
HUN,5,11,16,1994,NOR,Lillehammer,False,True
ISL,4,1,5,1994,NOR,Lillehammer,False,True
ISR,1,0,1,1994,NOR,Lillehammer,False,True
ITA,77,26,103,1994,NOR,Lillehammer,False,True
LAT,20,7,27,1994,NOR,Lillehammer,False,True
LIE,9,1,10,1994,NOR,Lillehammer,False,True
LTU,3,3,6,1994,NOR,Lillehammer,False,True
LUX,1,0,1,1994,NOR,Lillehammer,False,True
MDA,1,1,2,1994,NOR,Lillehammer,False,True
MON,5,0,5,1994,NOR,Lillehammer,False,True
NOR,67,21,88,1994,NOR,Lillehammer,False,True
NED,13,8,21,1994,NOR,Lillehammer,False,True
POL,15,13,28,1994,NOR,Lillehammer,False,True
POR,1,0,1,1994,NOR,Lillehammer,False,True
ROU,13,10,23,1994,NOR,Lillehammer,False,True
RUS,75,38,113,1994,NOR,Lillehammer,False,True
SMR,3,0,3,1994,NOR,Lillehammer,False,True
SVK,34,8,42,1994,NOR,Lillehammer,False,True
SLO,17,5,22,1994,NOR,Lillehammer,False,True
SWE,64,20,84,1994,NOR,Lillehammer,False,True
SUI,41,18,59,1994,NOR,Lillehammer,False,True
CZE,47,16,63,1994,NOR,Lillehammer,False,True
TUR,1,0,1,1994,NOR,Lillehammer,False,True
UKR,20,17,37,1994,NOR,Lillehammer,False,True
AUS,18,7,25,1994,NOR,Lillehammer,False,True
FIJ,1,0,1,1994,NOR,Lillehammer,False,True
NZL,5,2,7,1994,NOR,Lillehammer,False,True
ASA,2,0,2,1994,NOR,Lillehammer,False,True
RSA,1,1,2,1998,JPN,Nagano,False,True
KEN,1,0,1,1998,JPN,Nagano,False,True
ARG,1,1,2,1998,JPN,Nagano,False,True
BER,1,0,1,1998,JPN,Nagano,False,True
BRA,1,0,1,1998,JPN,Nagano,False,True
CAN,81,63,144,1998,JPN,Nagano,False,True
CHI,3,0,3,1998,JPN,Nagano,False,True
USA,105,81,186,1998,JPN,Nagano,False,True
JAM,6,0,6,1998,JPN,Nagano,False,True
PUR,6,0,6,1998,JPN,Nagano,False,True
TTO,2,0,2,1998,JPN,Nagano,False,True
URU,1,0,1,1998,JPN,Nagano,False,True
VEN,0,1,1,1998,JPN,Nagano,False,True
ISV,6,1,7,1998,JPN,Nagano,False,True
CHN,15,40,55,1998,JPN,Nagano,False,True
KOR,26,11,37,1998,JPN,Nagano,False,True
IND,1,0,1,1998,JPN,Nagano,False,True
IRI,1,0,1,1998,JPN,Nagano,False,True
JPN,92,64,156,1998,JPN,Nagano,False,True
KAZ,45,15,60,1998,JPN,Nagano,False,True
KGZ,1,0,1,1998,JPN,Nagano,False,True
MGL,3,0,3,1998,JPN,Nagano,False,True
UZB,2,2,4,1998,JPN,Nagano,False,True
PRK,2,6,8,1998,JPN,Nagano,False,True
TPE,6,1,7,1998,JPN,Nagano,False,True
AND,2,1,3,1998,JPN,Nagano,False,True
ARM,4,3,7,1998,JPN,Nagano,False,True
AUT,73,23,96,1998,JPN,Nagano,False,True
AZE,2,2,4,1998,JPN,Nagano,False,True
BLR,43,15,58,1998,JPN,Nagano,False,True
BEL,1,0,1,1998,JPN,Nagano,False,True
BIH,7,1,8,1998,JPN,Nagano,False,True
BUL,8,11,19,1998,JPN,Nagano,False,True
CYP,1,0,1,1998,JPN,Nagano,False,True
CRO,4,2,6,1998,JPN,Nagano,False,True
DEN,5,7,12,1998,JPN,Nagano,False,True
ESP,7,5,12,1998,JPN,Nagano,False,True
EST,15,5,20,1998,JPN,Nagano,False,True
MKD,2,1,3,1998,JPN,Nagano,False,True
FIN,51,34,85,1998,JPN,Nagano,False,True
FRA,75,31,106,1998,JPN,Nagano,False,True
GBR,27,7,34,1998,JPN,Nagano,False,True
GEO,3,1,4,1998,JPN,Nagano,False,True
GER,78,47,125,1998,JPN,Nagano,False,True
GRE,10,3,13,1998,JPN,Nagano,False,True
HUN,8,9,17,1998,JPN,Nagano,False,True
IRL,6,0,6,1998,JPN,Nagano,False,True
ISL,4,3,7,1998,JPN,Nagano,False,True
ISR,2,1,3,1998,JPN,Nagano,False,True
ITA,79,34,113,1998,JPN,Nagano,False,True
LAT,21,8,29,1998,JPN,Nagano,False,True
LIE,5,3,8,1998,JPN,Nagano,False,True
LTU,5,2,7,1998,JPN,Nagano,False,True
LUX,1,0,1,1998,JPN,Nagano,False,True
MDA,1,1,2,1998,JPN,Nagano,False,True
MON,4,0,4,1998,JPN,Nagano,False,True
NOR,49,27,76,1998,JPN,Nagano,False,True
NED,10,12,22,1998,JPN,Nagano,False,True
POL,24,15,39,1998,JPN,Nagano,False,True
POR,1,1,2,1998,JPN,Nagano,False,True
ROU,12,4,16,1998,JPN,Nagano,False,True
RUS,79,43,122,1998,JPN,Nagano,False,True
SVK,29,8,37,1998,JPN,Nagano,False,True
SLO,21,13,34,1998,JPN,Nagano,False,True
SWE,53,46,99,1998,JPN,Nagano,False,True
SUI,50,19,69,1998,JPN,Nagano,False,True
CZE,47,13,60,1998,JPN,Nagano,False,True
TUR,1,0,1,1998,JPN,Nagano,False,True
UKR,30,26,56,1998,JPN,Nagano,False,True
YUG,1,1,2,1998,JPN,Nagano,False,True
AUS,15,8,23,1998,JPN,Nagano,False,True
NZL,4,4,8,1998,JPN,Nagano,False,True
CMR,1,0,1,2002,USA,Salt Lake City,False,True
KEN,1,0,1,2002,USA,Salt Lake City,False,True
RSA,1,0,1,2002,USA,Salt Lake City,False,True
ARG,8,3,11,2002,USA,Salt Lake City,False,True
BER,1,0,1,2002,USA,Salt Lake City,False,True
BRA,8,2,10,2002,USA,Salt Lake City,False,True
CAN,85,65,150,2002,USA,Salt Lake City,False,True
CHI,4,2,6,2002,USA,Salt Lake City,False,True
CRC,1,0,1,2002,USA,Salt Lake City,False,True
ISV,6,2,8,2002,USA,Salt Lake City,False,True
JAM,2,0,2,2002,USA,Salt Lake City,False,True
MEX,3,0,3,2002,USA,Salt Lake City,False,True
TTO,3,0,3,2002,USA,Salt Lake City,False,True
USA,115,87,202,2002,USA,Salt Lake City,False,True
VEN,3,1,4,2002,USA,Salt Lake City,False,True
CHN,21,45,66,2002,USA,Salt Lake City,False,True
HKG,0,2,2,2002,USA,Salt Lake City,False,True
IND,1,0,1,2002,USA,Salt Lake City,False,True
IRI,2,0,2,2002,USA,Salt Lake City,False,True
JPN,59,44,103,2002,USA,Salt Lake City,False,True
KAZ,20,30,50,2002,USA,Salt Lake City,False,True
KGZ,2,0,2,2002,USA,Salt Lake City,False,True
KOR,31,15,46,2002,USA,Salt Lake City,False,True
LBN,1,1,2,2002,USA,Salt Lake City,False,True
MGL,3,1,4,2002,USA,Salt Lake City,False,True
NEP,1,0,1,2002,USA,Salt Lake City,False,True
THA,1,0,1,2002,USA,Salt Lake City,False,True
TJK,1,0,1,2002,USA,Salt Lake City,False,True
TPE,6,0,6,2002,USA,Salt Lake City,False,True
UZB,3,3,6,2002,USA,Salt Lake City,False,True
AND,2,1,3,2002,USA,Salt Lake City,False,True
ARM,5,4,9,2002,USA,Salt Lake City,False,True
AUT,71,19,90,2002,USA,Salt Lake City,False,True
AZE,3,1,4,2002,USA,Salt Lake City,False,True
BEL,6,0,6,2002,USA,Salt Lake City,False,True
BIH,2,0,2,2002,USA,Salt Lake City,False,True
BLR,44,20,64,2002,USA,Salt Lake City,False,True
BUL,13,10,23,2002,USA,Salt Lake City,False,True
CRO,8,5,13,2002,USA,Salt Lake City,False,True
CYP,1,0,1,2002,USA,Salt Lake City,False,True
CZE,57,19,76,2002,USA,Salt Lake City,False,True
DEN,5,6,11,2002,USA,Salt Lake City,False,True
ESP,4,3,7,2002,USA,Salt Lake City,False,True
EST,14,3,17,2002,USA,Salt Lake City,False,True
FIN,62,36,98,2002,USA,Salt Lake City,False,True
FRA,87,27,114,2002,USA,Salt Lake City,False,True
GBR,31,18,49,2002,USA,Salt Lake City,False,True
GEO,3,1,4,2002,USA,Salt Lake City,False,True
GER,88,69,157,2002,USA,Salt Lake City,False,True
GRE,6,4,10,2002,USA,Salt Lake City,False,True
HUN,14,11,25,2002,USA,Salt Lake City,False,True
IRL,5,1,6,2002,USA,Salt Lake City,False,True
ISL,4,2,6,2002,USA,Salt Lake City,False,True
ISR,2,3,5,2002,USA,Salt Lake City,False,True
ITA,63,46,109,2002,USA,Salt Lake City,False,True
LAT,42,5,47,2002,USA,Salt Lake City,False,True
LIE,7,1,8,2002,USA,Salt Lake City,False,True
LTU,5,3,8,2002,USA,Salt Lake City,False,True
MDA,3,2,5,2002,USA,Salt Lake City,False,True
MKD,2,0,2,2002,USA,Salt Lake City,False,True
MON,5,0,5,2002,USA,Salt Lake City,False,True
NED,14,13,27,2002,USA,Salt Lake City,False,True
NOR,50,27,77,2002,USA,Salt Lake City,False,True
POL,22,5,27,2002,USA,Salt Lake City,False,True
ROU,11,10,21,2002,USA,Salt Lake City,False,True
RUS,85,66,151,2002,USA,Salt Lake City,False,True
SLO,24,16,40,2002,USA,Salt Lake City,False,True
SMR,1,0,1,2002,USA,Salt Lake City,False,True
SUI,80,30,110,2002,USA,Salt Lake City,False,True
SVK,38,11,49,2002,USA,Salt Lake City,False,True
SWE,56,46,102,2002,USA,Salt Lake City,False,True
TUR,2,1,3,2002,USA,Salt Lake City,False,True
UKR,46,22,68,2002,USA,Salt Lake City,False,True
YUG,5,1,6,2002,USA,Salt Lake City,False,True
AUS,13,12,25,2002,USA,Salt Lake City,False,True
FIJ,1,0,1,2002,USA,Salt Lake City,False,True
NZL,7,3,10,2002,USA,Salt Lake City,False,True
ALG,1,1,2,2006,ITA,Turin,False,True
ETH,1,0,1,2006,ITA,Turin,False,True
KEN,1,0,1,2006,ITA,Turin,False,True
MAD,1,0,1,2006,ITA,Turin,False,True
RSA,3,0,3,2006,ITA,Turin,False,True
SEN,1,0,1,2006,ITA,Turin,False,True
ARG,5,4,9,2006,ITA,Turin,False,True
BER,1,0,1,2006,ITA,Turin,False,True
BRA,6,3,9,2006,ITA,Turin,False,True
CAN,109,83,192,2006,ITA,Turin,False,True
CHI,5,4,9,2006,ITA,Turin,False,True
CRC,1,0,1,2006,ITA,Turin,False,True
ISV,0,1,1,2006,ITA,Turin,False,True
USA,118,88,206,2006,ITA,Turin,False,True
VEN,1,0,1,2006,ITA,Turin,False,True
CHN,35,38,73,2006,ITA,Turin,False,True
HKG,0,1,1,2006,ITA,Turin,False,True
IND,3,1,4,2006,ITA,Turin,False,True
IRI,2,0,2,2006,ITA,Turin,False,True
JPN,58,52,110,2006,ITA,Turin,False,True
KAZ,44,12,56,2006,ITA,Turin,False,True
KGZ,1,0,1,2006,ITA,Turin,False,True
KOR,26,14,40,2006,ITA,Turin,False,True
LBN,2,1,3,2006,ITA,Turin,False,True
MGL,1,1,2,2006,ITA,Turin,False,True
NEP,1,0,1,2006,ITA,Turin,False,True
PRK,2,4,6,2006,ITA,Turin,False,True
THA,1,0,1,2006,ITA,Turin,False,True
TJK,1,0,1,2006,ITA,Turin,False,True
TPE,1,0,1,2006,ITA,Turin,False,True
UZB,2,2,4,2006,ITA,Turin,False,True
ALB,1,0,1,2006,ITA,Turin,False,True
AND,3,0,3,2006,ITA,Turin,False,True
ARM,4,1,5,2006,ITA,Turin,False,True
AUT,55,18,73,2006,ITA,Turin,False,True
AZE,1,1,2,2006,ITA,Turin,False,True
BEL,4,0,4,2006,ITA,Turin,False,True
BIH,3,3,6,2006,ITA,Turin,False,True
BLR,14,14,28,2006,ITA,Turin,False,True
BUL,11,10,21,2006,ITA,Turin,False,True
CRO,16,7,23,2006,ITA,Turin,False,True
CYP,1,0,1,2006,ITA,Turin,False,True
CZE,64,20,84,2006,ITA,Turin,False,True
DEN,0,5,5,2006,ITA,Turin,False,True
ESP,7,9,16,2006,ITA,Turin,False,True
EST,17,9,26,2006,ITA,Turin,False,True
FIN,61,31,92,2006,ITA,Turin,False,True
FRA,50,32,82,2006,ITA,Turin,False,True
GBR,23,16,39,2006,ITA,Turin,False,True
GEO,2,1,3,2006,ITA,Turin,False,True
GER,94,61,155,2006,ITA,Turin,False,True
GRE,3,2,5,2006,ITA,Turin,False,True
HUN,11,8,19,2006,ITA,Turin,False,True
IRL,3,1,4,2006,ITA,Turin,False,True
ISL,4,1,5,2006,ITA,Turin,False,True
ISR,3,2,5,2006,ITA,Turin,False,True
ITA,108,73,181,2006,ITA,Turin,False,True
LAT,49,8,57,2006,ITA,Turin,False,True
LIE,3,2,5,2006,ITA,Turin,False,True
LTU,4,3,7,2006,ITA,Turin,False,True
LUX,0,1,1,2006,ITA,Turin,False,True
MDA,3,3,6,2006,ITA,Turin,False,True
MKD,2,1,3,2006,ITA,Turin,False,True
MON,3,1,4,2006,ITA,Turin,False,True
NED,16,17,33,2006,ITA,Turin,False,True
NOR,47,22,69,2006,ITA,Turin,False,True
POL,29,16,45,2006,ITA,Turin,False,True
POR,1,0,1,2006,ITA,Turin,False,True
ROU,16,9,25,2006,ITA,Turin,False,True
RUS,100,73,173,2006,ITA,Turin,False,True
SCG,4,3,7,2006,ITA,Turin,False,True
SLO,23,13,36,2006,ITA,Turin,False,True
SMR,1,0,1,2006,ITA,Turin,False,True
SUI,77,49,126,2006,ITA,Turin,False,True
SVK,45,13,58,2006,ITA,Turin,False,True
SWE,64,44,108,2006,ITA,Turin,False,True
TUR,3,3,6,2006,ITA,Turin,False,True
UKR,30,21,51,2006,ITA,Turin,False,True
AUS,23,17,40,2006,ITA,Turin,False,True
NZL,10,5,15,2006,ITA,Turin,False,True
ALG,1,0,1,2010,CAN,Vancouver,False,True
ETH,1,0,1,2010,CAN,Vancouver,False,True
GHA,1,0,1,2010,CAN,Vancouver,False,True
MAR,1,0,1,2010,CAN,Vancouver,False,True
RSA,2,0,2,2010,CAN,Vancouver,False,True
SEN,1,0,1,2010,CAN,Vancouver,False,True
ARG,4,3,7,2010,CAN,Vancouver,False,True
BER,1,0,1,2010,CAN,Vancouver,False,True
BRA,2,3,5,2010,CAN,Vancouver,False,True
CAN,114,88,202,2010,CAN,Vancouver,False,True
CAY,1,0,1,2010,CAN,Vancouver,False,True
CHI,2,1,3,2010,CAN,Vancouver,False,True
COL,0,1,1,2010,CAN,Vancouver,False,True
JAM,1,0,1,2010,CAN,Vancouver,False,True
MEX,1,0,1,2010,CAN,Vancouver,False,True
PER,2,1,3,2010,CAN,Vancouver,False,True
USA,121,93,214,2010,CAN,Vancouver,False,True
CHN,30,59,89,2010,CAN,Vancouver,False,True
HKG,0,1,1,2010,CAN,Vancouver,False,True
IND,3,0,3,2010,CAN,Vancouver,False,True
IRI,3,1,4,2010,CAN,Vancouver,False,True
JPN,48,43,91,2010,CAN,Vancouver,False,True
KAZ,21,16,37,2010,CAN,Vancouver,False,True
KGZ,1,1,2,2010,CAN,Vancouver,False,True
KOR,27,18,45,2010,CAN,Vancouver,False,True
LBN,1,2,3,2010,CAN,Vancouver,False,True
MGL,1,1,2,2010,CAN,Vancouver,False,True
NEP,1,0,1,2010,CAN,Vancouver,False,True
PAK,1,0,1,2010,CAN,Vancouver,False,True
PRK,1,1,2,2010,CAN,Vancouver,False,True
TJK,1,0,1,2010,CAN,Vancouver,False,True
TPE,1,0,1,2010,CAN,Vancouver,False,True
UZB,1,2,3,2010,CAN,Vancouver,False,True
ALB,1,0,1,2010,CAN,Vancouver,False,True
AND,4,2,6,2010,CAN,Vancouver,False,True
ARM,2,2,4,2010,CAN,Vancouver,False,True
AUT,49,26,75,2010,CAN,Vancouver,False,True
AZE,1,1,2,2010,CAN,Vancouver,False,True
BEL,4,4,8,2010,CAN,Vancouver,False,True
BIH,2,3,5,2010,CAN,Vancouver,False,True
BLR,34,14,48,2010,CAN,Vancouver,False,True
BUL,12,7,19,2010,CAN,Vancouver,False,True
CRO,12,7,19,2010,CAN,Vancouver,False,True
CYP,1,1,2,2010,CAN,Vancouver,False,True
CZE,70,22,92,2010,CAN,Vancouver,False,True
DEN,8,9,17,2010,CAN,Vancouver,False,True
ESP,10,8,18,2010,CAN,Vancouver,False,True
EST,18,12,30,2010,CAN,Vancouver,False,True
FIN,59,35,94,2010,CAN,Vancouver,False,True
FRA,67,37,104,2010,CAN,Vancouver,False,True
GBR,28,24,52,2010,CAN,Vancouver,False,True
GEO,4,3,7,2010,CAN,Vancouver,False,True
GER,94,56,150,2010,CAN,Vancouver,False,True
GRE,4,3,7,2010,CAN,Vancouver,False,True
HUN,6,9,15,2010,CAN,Vancouver,False,True
IRL,3,3,6,2010,CAN,Vancouver,False,True
ISL,3,1,4,2010,CAN,Vancouver,False,True
ISR,2,1,3,2010,CAN,Vancouver,False,True
ITA,69,40,109,2010,CAN,Vancouver,False,True
LAT,46,9,55,2010,CAN,Vancouver,False,True
LIE,3,1,4,2010,CAN,Vancouver,False,True
LTU,4,2,6,2010,CAN,Vancouver,False,True
MDA,5,2,7,2010,CAN,Vancouver,False,True
MKD,2,1,3,2010,CAN,Vancouver,False,True
MON,2,1,3,2010,CAN,Vancouver,False,True
MNE,1,0,1,2010,CAN,Vancouver,False,True
NED,15,17,32,2010,CAN,Vancouver,False,True
NOR,72,25,97,2010,CAN,Vancouver,False,True
POL,26,19,45,2010,CAN,Vancouver,False,True
POR,1,0,1,2010,CAN,Vancouver,False,True
ROU,14,14,28,2010,CAN,Vancouver,False,True
RUS,95,81,176,2010,CAN,Vancouver,False,True
SRB,6,4,10,2010,CAN,Vancouver,False,True
SLO,30,17,47,2010,CAN,Vancouver,False,True
SMR,1,0,1,2010,CAN,Vancouver,False,True
SUI,81,57,138,2010,CAN,Vancouver,False,True
SVK,40,32,72,2010,CAN,Vancouver,False,True
SWE,59,46,105,2010,CAN,Vancouver,False,True
TUR,2,3,5,2010,CAN,Vancouver,False,True
UKR,24,21,45,2010,CAN,Vancouver,False,True
AUS,20,20,40,2010,CAN,Vancouver,False,True
NZL,9,7,16,2010,CAN,Vancouver,False,True
MAR,1,1,2,2014,RUS,Sochi,False,True
TOG,0,2,2,2014,RUS,Sochi,False,True
ZIM,1,0,1,2014,RUS,Sochi,False,True
ARG,4,3,7,2014,RUS,Sochi,False,True
BER,1,0,1,2014,RUS,Sochi,False,True
BRA,6,7,13,2014,RUS,Sochi,False,True
CAN,123,98,221,2014,RUS,Sochi,False,True
CAY,1,0,1,2014,RUS,Sochi,False,True
CHI,3,3,6,2014,RUS,Sochi,False,True
DMA,1,0,1,2014,RUS,Sochi,False,True
IVB,1,0,1,2014,RUS,Sochi,False,True
JAM,2,0,2,2014,RUS,Sochi,False,True
MEX,1,0,1,2014,RUS,Sochi,False,True
PAR,0,1,1,2014,RUS,Sochi,False,True
PER,2,1,3,2014,RUS,Sochi,False,True
USA,123,102,225,2014,RUS,Sochi,False,True
ISV,0,1,1,2014,RUS,Sochi,False,True
VEN,1,0,1,2014,RUS,Sochi,False,True
CHN,27,37,64,2014,RUS,Sochi,False,True
HKG,1,0,1,2014,RUS,Sochi,False,True
IND,2,0,2,2014,RUS,Sochi,False,True
IRI,3,2,5,2014,RUS,Sochi,False,True
JPN,48,63,111,2014,RUS,Sochi,False,True
KAZ,34,16,50,2014,RUS,Sochi,False,True
KGZ,1,0,1,2014,RUS,Sochi,False,True
KOR,41,30,71,2014,RUS,Sochi,False,True
LBN,1,1,2,2014,RUS,Sochi,False,True
MGL,1,1,2,2014,RUS,Sochi,False,True
NEP,1,0,1,2014,RUS,Sochi,False,True
PAK,1,0,1,2014,RUS,Sochi,False,True
PHI,1,0,1,2014,RUS,Sochi,False,True
TJK,1,0,1,2014,RUS,Sochi,False,True
THA,1,1,2,2014,RUS,Sochi,False,True
TPE,3,0,3,2014,RUS,Sochi,False,True
TLS,1,0,1,2014,RUS,Sochi,False,True
UZB,2,1,3,2014,RUS,Sochi,False,True
ALB,0,1,1,2014,RUS,Sochi,False,True
AND,4,2,6,2014,RUS,Sochi,False,True
ARM,3,1,4,2014,RUS,Sochi,False,True
AUT,85,40,125,2014,RUS,Sochi,False,True
AZE,2,1,3,2014,RUS,Sochi,False,True
BEL,3,4,7,2014,RUS,Sochi,False,True
BIH,3,2,5,2014,RUS,Sochi,False,True
BLR,15,11,26,2014,RUS,Sochi,False,True
BUL,13,5,18,2014,RUS,Sochi,False,True
CRO,7,4,11,2014,RUS,Sochi,False,True
CYP,1,0,1,2014,RUS,Sochi,False,True
CZE,63,24,87,2014,RUS,Sochi,False,True
DEN,7,5,12,2014,RUS,Sochi,False,True
