Ath_Name,Host_City,Discipline,Event,Event_Gender,Gender,Medal,NOC,Sport,Summer,Winter,Year
"KHURSHID, Azam",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"MALIK, Mohammad Asad",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"MANNA, Muhammad Afzal",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"MANZOOR, Hussain Atif",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"NAWAZ, Khizar",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"NIAZI, Tariq",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"RASHID, Muhammad Abdul",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"SAEED, Anwar",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"TARIQ, Aziz",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"ULLAH, Mutih",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"ZAKA, Uddin",Tokyo,Hockey,hockey,M,Men,Silver,PAK,Hockey,True,False,1964
"CROSSMAN, Mervyn",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"DEARING, Paul",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"EVANS, Raymond",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"GLENCROSS, Brian",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"HODDER, Robin",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"MCBRYDE, John",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"MCWATTERS, Donald",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"NILAN, Patrick",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"PEARCE, Eric",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"PEARCE, Julian",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"PIPER, Desmond",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"SMART, Donald",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"WATERS, Anthony",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"WOOD, Graham",Tokyo,Hockey,hockey,M,Men,Bronze,AUS,Hockey,True,False,1964
"NAKATANI, Takehide",Tokyo,Judo,- 68kg,M,Men,Gold,JPN,Judo,True,False,1964
"HÄNNI, Eric",Tokyo,Judo,- 68kg,M,Men,Silver,SUI,Judo,True,False,1964
"BOGOLYUBOV, Aron",Tokyo,Judo,- 68kg,M,Men,Bronze,URS,Judo,True,False,1964
"STEPANOV, Oleg",Tokyo,Judo,- 68kg,M,Men,Bronze,URS,Judo,True,False,1964
"INOKUMA, Isao",Tokyo,Judo,+ 80kg,M,Men,Gold,JPN,Judo,True,False,1964
"ROGERS, Douglas",Tokyo,Judo,+ 80kg,M,Men,Silver,CAN,Judo,True,False,1964
"CHIKVILADZE, Parnaos",Tokyo,Judo,+ 80kg,M,Men,Bronze,URS,Judo,True,False,1964
"KIKNADZE, Anzor",Tokyo,Judo,+ 80kg,M,Men,Bronze,URS,Judo,True,False,1964
"OKANO, Isao",Tokyo,Judo,68 - 80kg,M,Men,Gold,JPN,Judo,True,False,1964
"HOFFMANN, Wolfgang",Tokyo,Judo,68 - 80kg,M,Men,Silver,EUA,Judo,True,False,1964
"BREGMAN, James",Tokyo,Judo,68 - 80kg,M,Men,Bronze,USA,Judo,True,False,1964
"KIM, Eui-Tae",Tokyo,Judo,68 - 80kg,M,Men,Bronze,KOR,Judo,True,False,1964
"GEESINK, Anton",Tokyo,Judo,open category,M,Men,Gold,NED,Judo,True,False,1964
"KAMINAGA, Akio",Tokyo,Judo,open category,M,Men,Silver,JPN,Judo,True,False,1964
"BORONOVSKIS, Theodore",Tokyo,Judo,open category,M,Men,Bronze,AUS,Judo,True,False,1964
"GLAHN, Klaus",Tokyo,Judo,open category,M,Men,Bronze,EUA,Judo,True,False,1964
"TÖRÖK, Ferenc",Tokyo,Modern Pentathlon,Individual,M,Men,Gold,HUN,Modern Pentathlon,True,False,1964
"NOVIKOV, Igor",Tokyo,Modern Pentathlon,Individual,M,Men,Silver,URS,Modern Pentathlon,True,False,1964
"MOKEYEV, Albert",Tokyo,Modern Pentathlon,Individual,M,Men,Bronze,URS,Modern Pentathlon,True,False,1964
"MINEYEV, Viktor",Tokyo,Modern Pentathlon,Team,M,Men,Gold,URS,Modern Pentathlon,True,False,1964
"MOKEYEV, Albert",Tokyo,Modern Pentathlon,Team,M,Men,Gold,URS,Modern Pentathlon,True,False,1964
"NOVIKOV, Igor",Tokyo,Modern Pentathlon,Team,M,Men,Gold,URS,Modern Pentathlon,True,False,1964
"KIRKWOOD, David",Tokyo,Modern Pentathlon,Team,M,Men,Silver,USA,Modern Pentathlon,True,False,1964
"MOORE, James",Tokyo,Modern Pentathlon,Team,M,Men,Silver,USA,Modern Pentathlon,True,False,1964
"PESTHY, Paul",Tokyo,Modern Pentathlon,Team,M,Men,Silver,USA,Modern Pentathlon,True,False,1964
"NAGY, Imre",Tokyo,Modern Pentathlon,Team,M,Men,Bronze,HUN,Modern Pentathlon,True,False,1964
"TÖRÖK, Ferenc",Tokyo,Modern Pentathlon,Team,M,Men,Bronze,HUN,Modern Pentathlon,True,False,1964
"TOROK, Otto",Tokyo,Modern Pentathlon,Team,M,Men,Bronze,HUN,Modern Pentathlon,True,False,1964
"BRITTING, Bernhard",Tokyo,Rowing,4- with coxwain,M,Men,Gold,EUA,Rowing,True,False,1964
"HIRSCHFELDER, Egbert",Tokyo,Rowing,4- with coxwain,M,Men,Gold,EUA,Rowing,True,False,1964
"NEUSEL, Peter",Tokyo,Rowing,4- with coxwain,M,Men,Gold,EUA,Rowing,True,False,1964
"OELKE, Jürgen",Tokyo,Rowing,4- with coxwain,M,Men,Gold,EUA,Rowing,True,False,1964
"WERNER, Joachim",Tokyo,Rowing,4- with coxwain,M,Men,Gold,EUA,Rowing,True,False,1964
"BOSATTA, Renato",Tokyo,Rowing,4- with coxwain,M,Men,Silver,ITA,Rowing,True,False,1964
"DE PEDRINA, Franco",Tokyo,Rowing,4- with coxwain,M,Men,Silver,ITA,Rowing,True,False,1964
"GALANTE, Giuseppe",Tokyo,Rowing,4- with coxwain,M,Men,Silver,ITA,Rowing,True,False,1964
"SPINOLA, Giovanni",Tokyo,Rowing,4- with coxwain,M,Men,Silver,ITA,Rowing,True,False,1964
"TRIVINI, Emilio",Tokyo,Rowing,4- with coxwain,M,Men,Silver,ITA,Rowing,True,False,1964
"KLUMPERBEEK, Marius",Tokyo,Rowing,4- with coxwain,M,Men,Bronze,NED,Rowing,True,False,1964
"MULLINK, Alex",Tokyo,Rowing,4- with coxwain,M,Men,Bronze,NED,Rowing,True,False,1964
"VAN DE GRAAF, Robert",Tokyo,Rowing,4- with coxwain,M,Men,Bronze,NED,Rowing,True,False,1964
"VAN DE GRAAFF, Frederik Robbert",Tokyo,Rowing,4- with coxwain,M,Men,Bronze,NED,Rowing,True,False,1964
"VAN DE GRAAFF, Jan",Tokyo,Rowing,4- with coxwain,M,Men,Bronze,NED,Rowing,True,False,1964
"HANSEN, John Orsted",Tokyo,Rowing,coxless four,M,Men,Gold,DEN,Rowing,True,False,1964
"HASLOV, Björn Borgen",Tokyo,Rowing,coxless four,M,Men,Gold,DEN,Rowing,True,False,1964
"HELMUDT, Kurt",Tokyo,Rowing,coxless four,M,Men,Gold,DEN,Rowing,True,False,1964
"PETERSEN, Erik",Tokyo,Rowing,coxless four,M,Men,Gold,DEN,Rowing,True,False,1964
"BARRY, William",Tokyo,Rowing,coxless four,M,Men,Silver,GBR,Rowing,True,False,1964
"JAMES, John",Tokyo,Rowing,coxless four,M,Men,Silver,GBR,Rowing,True,False,1964
"RUSSELL, John",Tokyo,Rowing,coxless four,M,Men,Silver,GBR,Rowing,True,False,1964
"WARDELL-YERBURGH, Hugh",Tokyo,Rowing,coxless four,M,Men,Silver,GBR,Rowing,True,False,1964
"LYON, Richard",Tokyo,Rowing,coxless four,M,Men,Bronze,USA,Rowing,True,False,1964
"MITTET, Theodore",Tokyo,Rowing,coxless four,M,Men,Bronze,USA,Rowing,True,False,1964
"NASH, Ted",Tokyo,Rowing,coxless four,M,Men,Bronze,USA,Rowing,True,False,1964
"PICARD, Geoffrey",Tokyo,Rowing,coxless four,M,Men,Bronze,USA,Rowing,True,False,1964
"HUNGERFORD, George",Tokyo,Rowing,coxless pair 2-,M,Men,Gold,CAN,Rowing,True,False,1964
"JACKSON, Roger",Tokyo,Rowing,coxless pair 2-,M,Men,Gold,CAN,Rowing,True,False,1964
"BLAISSE, Steven",Tokyo,Rowing,coxless pair 2-,M,Men,Silver,NED,Rowing,True,False,1964
"VEENEMANS, Ernst",Tokyo,Rowing,coxless pair 2-,M,Men,Silver,NED,Rowing,True,False,1964
"HOTTENROTT, Wolfgang",Tokyo,Rowing,coxless pair 2-,M,Men,Bronze,EUA,Rowing,True,False,1964
"SCHWAN, Michael",Tokyo,Rowing,coxless pair 2-,M,Men,Bronze,EUA,Rowing,True,False,1964
"DUBROVSKY, Boris",Tokyo,Rowing,double sculls,M,Men,Gold,URS,Rowing,True,False,1964
"TYURIN, Oleg",Tokyo,Rowing,double sculls,M,Men,Gold,URS,Rowing,True,False,1964
"CROMWELL, Seymour",Tokyo,Rowing,double sculls,M,Men,Silver,USA,Rowing,True,False,1964
"STORM, James",Tokyo,Rowing,double sculls,M,Men,Silver,USA,Rowing,True,False,1964
"ANDRS, Vladimir",Tokyo,Rowing,double sculls,M,Men,Bronze,TCH,Rowing,True,False,1964
"HOFMAN, Pavel",Tokyo,Rowing,double sculls,M,Men,Bronze,TCH,Rowing,True,False,1964
"AMLONG, Joseph",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"AMLONG, Thomas",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"BUDD, Harold",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"CLARK, Emory",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"CWIKLINSKI, Stanley",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"FOLEY, Hugh",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"KNECHT, William",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"STOWE, William",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"ZIMONYI, Robert",Tokyo,Rowing,eight with coxswain ,M,Men,Gold,USA,Rowing,True,False,1964
"AEFFKE, Klaus",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"AHRENS, Thomas",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"BEHRENS, Klaus",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"BITTNER, Klaus",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"MEYER, Horst",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"PLAGEMANN, Jürgen",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"SCHRÖDER, Jürgen",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"VON GRODDECK, Karl-Heinz Erich Moritz",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"WALLBRECHT, Hans-Jürgen",Tokyo,Rowing,eight with coxswain ,M,Men,Silver,EUA,Rowing,True,False,1964
"CERMÁK, Petr",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"JANOUSEK, Bohumil",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"KONICEK, Miroslav",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"LUNDÁK, Jirí",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"MRVIK, Jan",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"NOVY, Richard",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"POJEZNY, Ludek",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"TOCEK, Julius",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"VENTUS, Josef",Tokyo,Rowing,eight with coxswain ,M,Men,Bronze,TCH,Rowing,True,False,1964
"FERRY, Edward",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Gold,USA,Rowing,True,False,1964
"FINDLAY, Conn",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Gold,USA,Rowing,True,False,1964
"MITCHELL, Henry",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Gold,USA,Rowing,True,False,1964
"DAROUY, Jean-Claude",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Silver,FRA,Rowing,True,False,1964
"MOREL, Georges",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Silver,FRA,Rowing,True,False,1964
"MOREL, Jacques",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Silver,FRA,Rowing,True,False,1964
"BOS, Jan Justus",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Bronze,NED,Rowing,True,False,1964
"HARTSUIKER, Frederik",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Bronze,NED,Rowing,True,False,1964
"ROUWÉ, Herman",Tokyo,Rowing,Pair-oared shell with coxswain,M,Men,Bronze,NED,Rowing,True,False,1964
"IVANOV, Vyacheslav",Tokyo,Rowing,single sculls,M,Men,Gold,URS,Rowing,True,False,1964
"HILL, Achim",Tokyo,Rowing,single sculls,M,Men,Silver,EUA,Rowing,True,False,1964
"KOTTMANN, Gottfried",Tokyo,Rowing,single sculls,M,Men,Bronze,SUI,Rowing,True,False,1964
"NORTHAM, William",Tokyo,Sailing,5.5m,X,Men,Gold,AUS,Sailing,True,False,1964
"O'DONNELL, Peter",Tokyo,Sailing,5.5m,X,Men,Gold,AUS,Sailing,True,False,1964
"SARGEANT, James",Tokyo,Sailing,5.5m,X,Men,Gold,AUS,Sailing,True,False,1964
"KARLSSON, Arne",Tokyo,Sailing,5.5m,X,Men,Silver,SWE,Sailing,True,False,1964
"STORK, Sture",Tokyo,Sailing,5.5m,X,Men,Silver,SWE,Sailing,True,False,1964
"THÖRN, Lars",Tokyo,Sailing,5.5m,X,Men,Silver,SWE,Sailing,True,False,1964
"BATCHELDER, Joseph",Tokyo,Sailing,5.5m,X,Men,Bronze,USA,Sailing,True,False,1964
"MCNAMARA, John",Tokyo,Sailing,5.5m,X,Men,Bronze,USA,Sailing,True,False,1964
"SCULLY, Francis",Tokyo,Sailing,5.5m,X,Men,Bronze,USA,Sailing,True,False,1964
"BERNTSEN, Ole",Tokyo,Sailing,dragon,X,Men,Gold,DEN,Sailing,True,False,1964
"POULSEN, Ole",Tokyo,Sailing,dragon,X,Men,Gold,DEN,Sailing,True,False,1964
"VON BÜLOW, Christian Robert",Tokyo,Sailing,dragon,X,Men,Gold,DEN,Sailing,True,False,1964
"AHRENDT, Peter",Tokyo,Sailing,dragon,X,Men,Silver,EUA,Sailing,True,False,1964
"LORENZ, Wilfried",Tokyo,Sailing,dragon,X,Men,Silver,EUA,Sailing,True,False,1964
"MENSE, Ulrich",Tokyo,Sailing,dragon,X,Men,Silver,EUA,Sailing,True,False,1964
"DEAVER, Richard",Tokyo,Sailing,dragon,X,Men,Bronze,USA,Sailing,True,False,1964
"NORTH, Lowell",Tokyo,Sailing,dragon,X,Men,Bronze,USA,Sailing,True,False,1964
"ROGERS, Charles",Tokyo,Sailing,dragon,X,Men,Bronze,USA,Sailing,True,False,1964
"KUHWEIDE, Wilhelm",Tokyo,Sailing,Finn,M,Men,Gold,EUA,Sailing,True,False,1964
"BARRETT, Peter",Tokyo,Sailing,Finn,M,Men,Silver,USA,Sailing,True,False,1964
"WIND, Henning Norgaard",Tokyo,Sailing,Finn,M,Men,Bronze,DEN,Sailing,True,False,1964
"PEDERSEN, Helmer",Tokyo,Sailing,flying dutchman,X,Men,Gold,NZL,Sailing,True,False,1964
"WELLS, Earle",Tokyo,Sailing,flying dutchman,X,Men,Gold,NZL,Sailing,True,False,1964
"MORGAN, Arthur",Tokyo,Sailing,flying dutchman,X,Men,Silver,GBR,Sailing,True,False,1964
"MUSTO, Franklyn",Tokyo,Sailing,flying dutchman,X,Men,Silver,GBR,Sailing,True,False,1964
"BENTSEN, William",Tokyo,Sailing,flying dutchman,X,Men,Bronze,USA,Sailing,True,False,1964
"MELGES, Buddy",Tokyo,Sailing,flying dutchman,X,Men,Bronze,USA,Sailing,True,False,1964
"COOKE, Cecil",Tokyo,Sailing,Star,X,Men,Gold,BAH,Sailing,True,False,1964
"KNOWLES, Durward",Tokyo,Sailing,Star,X,Men,Gold,BAH,Sailing,True,False,1964
"STEARNS, Richard",Tokyo,Sailing,Star,X,Men,Silver,USA,Sailing,True,False,1964
"WILLIAMS, Lynn",Tokyo,Sailing,Star,X,Men,Silver,USA,Sailing,True,False,1964
"PETTERSSON, Pelle",Tokyo,Sailing,Star,X,Men,Bronze,SWE,Sailing,True,False,1964
"SUNDSTRÖM, Holger",Tokyo,Sailing,Star,X,Men,Bronze,SWE,Sailing,True,False,1964
"LINNOSVUO, Pentti",Tokyo,Shooting,25m rapid pistol,M,Men,Gold,FIN,Shooting,True,False,1964
"TRIPSA, Ion",Tokyo,Shooting,25m rapid pistol,M,Men,Silver,ROU,Shooting,True,False,1964
"NÁCOVSKÝ, Lubomír",Tokyo,Shooting,25m rapid pistol,M,Men,Bronze,TCH,Shooting,True,False,1964
"ANDERSON, Gary",Tokyo,Shooting,300m free rifle,M,Men,Gold,USA,Shooting,True,False,1964
"KVELIASHVILI, Shota",Tokyo,Shooting,300m free rifle,M,Men,Silver,URS,Shooting,True,False,1964
"GUNNARSSON, Martin",Tokyo,Shooting,300m free rifle,M,Men,Bronze,USA,Shooting,True,False,1964
"MARKKANEN, Väinö Johannes",Tokyo,Shooting,50m pistol,M,Men,Gold,FIN,Shooting,True,False,1964
"GREEN, Franklin",Tokyo,Shooting,50m pistol,M,Men,Silver,USA,Shooting,True,False,1964
"YOSHIKAWA, Yoshihisa",Tokyo,Shooting,50m pistol,M,Men,Bronze,JPN,Shooting,True,False,1964
"WIGGER, Lones",Tokyo,Shooting,50m rifle 3 positions,M,Men,Gold,USA,Shooting,True,False,1964
"VELITCHKOV, Velitchko",Tokyo,Shooting,50m rifle 3 positions,M,Men,Silver,BUL,Shooting,True,False,1964
"HAMMERL, László",Tokyo,Shooting,50m rifle 3 positions,M,Men,Bronze,HUN,Shooting,True,False,1964
"HAMMERL, László",Tokyo,Shooting,50m rifle prone,M,Men,Gold,HUN,Shooting,True,False,1964
"WIGGER, Lones",Tokyo,Shooting,50m rifle prone,M,Men,Silver,USA,Shooting,True,False,1964
"POOL, Tommy",Tokyo,Shooting,50m rifle prone,M,Men,Bronze,USA,Shooting,True,False,1964
"MATTARELLI, Ennio",Tokyo,Shooting,Trap,M,Men,Gold,ITA,Shooting,True,False,1964
"SENICHEV, Pavel",Tokyo,Shooting,Trap,M,Men,Silver,URS,Shooting,True,False,1964
"MORRIS, William",Tokyo,Shooting,Trap,M,Men,Bronze,USA,Shooting,True,False,1964
"BUGAJENKOV, Ivan",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"BUROBIN, Nikolai",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"CHESNOKOV, Yuri",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"KALACHIKHIN, Valeri",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"KATCHARAVA, Vazha",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"KOVALENKO, Vitaly",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"LYUGAILO, Stanislav",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"MONDZOLEVSKY, Georgy",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"POYARKOV, Yuri",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"SIBIRYAKOV, Eduard",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"VENGEROVSKY, Yuri",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"VOSKOBOINIKOV, Dmitri",Tokyo,Volleyball,volleyball,M,Men,Gold,URS,Volleyball,True,False,1964
"CUDA, Milan",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"GOLIÃ?N, Bohumil",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"HUMHAL, Zdenek",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"KOP, Petr",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"LABUDA, Josef",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"MUSIL, Josef",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"PAULUS, Karel",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"PERUSIC, Boris",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"SCHENK, Pavel",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"SMIDL, Vaclav",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"ŠORM, Josef",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"TOMAN, Ladislav",Tokyo,Volleyball,volleyball,M,Men,Silver,TCH,Volleyball,True,False,1964
"DEMACHI, Yutaka",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"HIGUCHI, Tokihiko",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"IKEDA, Naohiro",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"KOSEDO, Toshiaki",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"KOYAMA, Tsutomu",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"MINAMI, Masayuki",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"MORIYAMA, Teruhisa",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"NAKAMURA, Yuzo",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"NEKODA, Katsutoshi",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"SATO, Yasutaka",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"SUGAHARA, Sadatoshi",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"TOKUTOMI, Takeshi",Tokyo,Volleyball,volleyball,M,Men,Bronze,JPN,Volleyball,True,False,1964
"FUJIMOTO, Yuko",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"HANDA, Yuriko",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"ISOBE, Sata",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"KASAI, Masae",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"KONDO, Maseko",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"MATSUMURA, Katsumi",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"MATSUMURA, Yoshiko",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"MIYAMOTO, Emiko",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"SASAKI, Setsuko",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"SHIBUKI, Ayano",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"SHINOZAKI, Yoko",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"TANIDA, Kuniko",Tokyo,Volleyball,volleyball,W,Women,Gold,JPN,Volleyball,True,False,1964
"ABRAMOVA, Nelli",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"BILTAUERE, Astra",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"BULDAKOVA, Lyudmila",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"GUREYEVA, Lyudmila",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"KATUSHEVA, Marita",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"LUKANINA, Ninel",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"MISHAK, Valentina",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"ROSHCHINA, Tatyana",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"RYSKAL, Inna",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"RYZHOVA, Antonina",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"TIKHONINA, Tamara",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"VINOGRADOVA-KAMENEK, Valentina",Tokyo,Volleyball,volleyball,W,Women,Silver,URS,Volleyball,True,False,1964
"BUSZ, Hanna Krystyna",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"CZAJKOWSKA, Krystyna",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"GOLIMOWSKA, Maria",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"JAKUBOWSKA, Krystyna",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"KORDACZUK, Danuta",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"KRUP, Krystyna",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
