Ath_Name,Host_City,Discipline,Event,Event_Gender,Gender,Medal,NOC,Sport,Summer,Winter,Year
"LEDWIG, Jozefa",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"MARKO, Jadwiga",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"NIEMCZYK, Barbara",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"RUTKOWSKA, Jadwiga",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"SLIWKA, Maria",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"SZCZESNIEWSKA, Zofia",Tokyo,Volleyball,volleyball,W,Women,Bronze,POL,Volleyball,True,False,1964
"ZHABOTINSKY, Leonid",Tokyo,Weightlifting,+ 90kg,M,Men,Gold,URS,Weightlifting,True,False,1964
"VLASOV, Yuri",Tokyo,Weightlifting,+ 90kg,M,Men,Silver,URS,Weightlifting,True,False,1964
"SCHEMANSKY, Norbert",Tokyo,Weightlifting,+ 90kg,M,Men,Bronze,USA,Weightlifting,True,False,1964
"MIYAKE, Yoshinobu",Tokyo,Weightlifting,56 - 60kg,M,Men,Gold,JPN,Weightlifting,True,False,1964
"BERGER, Isaac",Tokyo,Weightlifting,56 - 60kg,M,Men,Silver,USA,Weightlifting,True,False,1964
"NOWAK, Mieczyslaw",Tokyo,Weightlifting,56 - 60kg,M,Men,Bronze,POL,Weightlifting,True,False,1964
"VAKHONIN, Aleksey",Tokyo,Weightlifting,-56kg,M,Men,Gold,URS,Weightlifting,True,False,1964
"FÖLDI, Imre",Tokyo,Weightlifting,-56kg,M,Men,Silver,HUN,Weightlifting,True,False,1964
"ICHINOSEKI, Shiro",Tokyo,Weightlifting,-56kg,M,Men,Bronze,JPN,Weightlifting,True,False,1964
"BASZANOWSKI, Waldemar",Tokyo,Weightlifting,60-67.5kg,M,Men,Gold,POL,Weightlifting,True,False,1964
"KAPLUNOV, Vladimir",Tokyo,Weightlifting,60-67.5kg,M,Men,Silver,URS,Weightlifting,True,False,1964
"ZIELINSKI, Marian",Tokyo,Weightlifting,60-67.5kg,M,Men,Bronze,POL,Weightlifting,True,False,1964
"ZDRAZILA, Hans",Tokyo,Weightlifting,67.5-75kg,M,Men,Gold,TCH,Weightlifting,True,False,1964
"KURENTSOV, Viktor",Tokyo,Weightlifting,67.5-75kg,M,Men,Silver,URS,Weightlifting,True,False,1964
"OHUCHI, Masashi",Tokyo,Weightlifting,67.5-75kg,M,Men,Bronze,JPN,Weightlifting,True,False,1964
"PLYUKFELDER, Rudolf",Tokyo,Weightlifting,75-82.5kg,M,Men,Gold,URS,Weightlifting,True,False,1964
"TOTH, Geza",Tokyo,Weightlifting,75-82.5kg,M,Men,Silver,HUN,Weightlifting,True,False,1964
"VERES, Gyözö",Tokyo,Weightlifting,75-82.5kg,M,Men,Bronze,HUN,Weightlifting,True,False,1964
"GOLOVANOV, Vladimir",Tokyo,Weightlifting,82.5-90kg,M,Men,Gold,URS,Weightlifting,True,False,1964
"MARTIN, Louis",Tokyo,Weightlifting,82.5-90kg,M,Men,Silver,GBR,Weightlifting,True,False,1964
"PALINSKI, Ireneusz",Tokyo,Weightlifting,82.5-90kg,M,Men,Bronze,POL,Weightlifting,True,False,1964
"YOSHIDA, Yoshikatsu",Tokyo,Wrestling Freestyle,- 52kg,M,Men,Gold,JPN,Wrestling,True,False,1964
"CHANG, Chang-Sun",Tokyo,Wrestling Freestyle,- 52kg,M,Men,Silver,KOR,Wrestling,True,False,1964
"HAYDARI, Said Ali Akbar",Tokyo,Wrestling Freestyle,- 52kg,M,Men,Bronze,IRI,Wrestling,True,False,1964
"IVANITSKY, Aleksandr",Tokyo,Wrestling Freestyle,+ 97kg,M,Men,Gold,URS,Wrestling,True,False,1964
"DJIBER, Liutvi Akhmedov",Tokyo,Wrestling Freestyle,+ 97kg,M,Men,Silver,BUL,Wrestling,True,False,1964
"KAPLAN, Hamit",Tokyo,Wrestling Freestyle,+ 97kg,M,Men,Bronze,TUR,Wrestling,True,False,1964
"UETAKE, Yojiro",Tokyo,Wrestling Freestyle,52 - 57kg,M,Men,Gold,JPN,Wrestling,True,False,1964
"AKBAS, Hüseyin",Tokyo,Wrestling Freestyle,52 - 57kg,M,Men,Silver,TUR,Wrestling,True,False,1964
"IBRAGIMOV, Aidyn Ali Ogly",Tokyo,Wrestling Freestyle,52 - 57kg,M,Men,Bronze,URS,Wrestling,True,False,1964
"WATANABE, Osamu",Tokyo,Wrestling Freestyle,57 - 63kg,M,Men,Gold,JPN,Wrestling,True,False,1964
"KOLEV, Stancho Ivanov",Tokyo,Wrestling Freestyle,57 - 63kg,M,Men,Silver,BUL,Wrestling,True,False,1964
"KHOKHASHVILI, Nodar",Tokyo,Wrestling Freestyle,57 - 63kg,M,Men,Bronze,URS,Wrestling,True,False,1964
"VALTCHEV, Enyu Dimov",Tokyo,Wrestling Freestyle,63 - 70kg,M,Men,Gold,BUL,Wrestling,True,False,1964
"ROST, Klaus-Jürgen",Tokyo,Wrestling Freestyle,63 - 70kg,M,Men,Silver,EUA,Wrestling,True,False,1964
"HORIUCHI, Iwao",Tokyo,Wrestling Freestyle,63 - 70kg,M,Men,Bronze,JPN,Wrestling,True,False,1964
"OGAN, Ismail",Tokyo,Wrestling Freestyle,70 - 78kg,M,Men,Gold,TUR,Wrestling,True,False,1964
"SAGARADZE, Guliko",Tokyo,Wrestling Freestyle,70 - 78kg,M,Men,Silver,URS,Wrestling,True,False,1964
"SANATKARAN, Mohammad Ali",Tokyo,Wrestling Freestyle,70 - 78kg,M,Men,Bronze,IRI,Wrestling,True,False,1964
"GARDJEV, Prodan Stoyanov",Tokyo,Wrestling Freestyle,78 - 87kg,M,Men,Gold,BUL,Wrestling,True,False,1964
"GÜNGÖR, Hasan",Tokyo,Wrestling Freestyle,78 - 87kg,M,Men,Silver,TUR,Wrestling,True,False,1964
"BRAND, Daniel",Tokyo,Wrestling Freestyle,78 - 87kg,M,Men,Bronze,USA,Wrestling,True,False,1964
"MEDVED, Aleksandr",Tokyo,Wrestling Freestyle,87 - 97kg,M,Men,Gold,URS,Wrestling,True,False,1964
"AYIK, Ahmet",Tokyo,Wrestling Freestyle,87 - 97kg,M,Men,Silver,TUR,Wrestling,True,False,1964
"MUSTAFOV, Said",Tokyo,Wrestling Freestyle,87 - 97kg,M,Men,Bronze,BUL,Wrestling,True,False,1964
"HANAHARA, Tsutomu",Tokyo,Wrestling Greco-Roman,- 52kg,M,Men,Gold,JPN,Wrestling,True,False,1964
"KERESOV, Angel",Tokyo,Wrestling Greco-Roman,- 52kg,M,Men,Silver,BUL,Wrestling,True,False,1964
"PÎRVULESCU, Dumitru",Tokyo,Wrestling Greco-Roman,- 52kg,M,Men,Bronze,ROU,Wrestling,True,False,1964
"ICHIGUCHI, Masamitsu",Tokyo,Wrestling Greco-Roman,52 - 57kg,M,Men,Gold,JPN,Wrestling,True,False,1964
"TROSTYANSKY, Vladlen",Tokyo,Wrestling Greco-Roman,52 - 57kg,M,Men,Silver,URS,Wrestling,True,False,1964
"CERNEA, Ion",Tokyo,Wrestling Greco-Roman,52 - 57kg,M,Men,Bronze,ROU,Wrestling,True,False,1964
"POLYÁK, Imre",Tokyo,Wrestling Greco-Roman,57 - 63kg,M,Men,Gold,HUN,Wrestling,True,False,1964
"RURUA, Roman",Tokyo,Wrestling Greco-Roman,57 - 63kg,M,Men,Silver,URS,Wrestling,True,False,1964
"MARTINOVIC, Branislav",Tokyo,Wrestling Greco-Roman,57 - 63kg,M,Men,Bronze,YUG,Wrestling,True,False,1964
"AYVAZ, Kazim",Tokyo,Wrestling Greco-Roman,63 - 70kg,M,Men,Gold,TUR,Wrestling,True,False,1964
"BULARCA, Valeriu",Tokyo,Wrestling Greco-Roman,63 - 70kg,M,Men,Silver,ROU,Wrestling,True,False,1964
"GVANTELADZE, David",Tokyo,Wrestling Greco-Roman,63 - 70kg,M,Men,Bronze,URS,Wrestling,True,False,1964
"KOLESOV, Anatoly Ivanovitch",Tokyo,Wrestling Greco-Roman,70 - 78kg,M,Men,Gold,URS,Wrestling,True,False,1964
"TODOROV, Kiril Petkov",Tokyo,Wrestling Greco-Roman,70 - 78kg,M,Men,Silver,BUL,Wrestling,True,False,1964
"NYSTRÖM, Bertil",Tokyo,Wrestling Greco-Roman,70 - 78kg,M,Men,Bronze,SWE,Wrestling,True,False,1964
"SIMIC, Branislav",Tokyo,Wrestling Greco-Roman,78 - 87kg,M,Men,Gold,YUG,Wrestling,True,False,1964
"KORMANIK, Jiri",Tokyo,Wrestling Greco-Roman,78 - 87kg,M,Men,Silver,TCH,Wrestling,True,False,1964
"METZ, Lothar",Tokyo,Wrestling Greco-Roman,78 - 87kg,M,Men,Bronze,EUA,Wrestling,True,False,1964
"RADEV, Boyan Aleksandrov",Tokyo,Wrestling Greco-Roman,87 - 97kg,M,Men,Gold,BUL,Wrestling,True,False,1964
"SVENSSON, Per Oskar",Tokyo,Wrestling Greco-Roman,87 - 97kg,M,Men,Silver,SWE,Wrestling,True,False,1964
"KIEHL, Heinz",Tokyo,Wrestling Greco-Roman,87 - 97kg,M,Men,Bronze,EUA,Wrestling,True,False,1964
"KOZMA, István",Tokyo,Wrestling Greco-Roman,97 - 130kg,M,Men,Gold,HUN,Wrestling,True,False,1964
"ROSHCHIN, Anatoli",Tokyo,Wrestling Greco-Roman,97 - 130kg,M,Men,Silver,URS,Wrestling,True,False,1964
"DIETRICH, Wilfried",Tokyo,Wrestling Greco-Roman,97 - 130kg,M,Men,Bronze,EUA,Wrestling,True,False,1964
"DIBIASI, Klaus",Mexico,Diving,10m platform,M,Men,Gold,ITA,Aquatics,True,False,1968
"GAXIOLA, Alvaro",Mexico,Diving,10m platform,M,Men,Silver,MEX,Aquatics,True,False,1968
"YOUNG, Edwin",Mexico,Diving,10m platform,M,Men,Bronze,USA,Aquatics,True,False,1968
"DUCHKOVÁ, Milena",Mexico,Diving,10m platform,W,Women,Gold,TCH,Aquatics,True,False,1968
"KUZNETSOVA-LOBANOVA, Natalya Nikolayevna Nikolayeva",Mexico,Diving,10m platform,W,Women,Silver,URS,Aquatics,True,False,1968
"PETERSON, Ann",Mexico,Diving,10m platform,W,Women,Bronze,USA,Aquatics,True,False,1968
"WRIGHTSON, Bernie",Mexico,Diving,3m springboard,M,Men,Gold,USA,Aquatics,True,False,1968
"DIBIASI, Klaus",Mexico,Diving,3m springboard,M,Men,Silver,ITA,Aquatics,True,False,1968
"HENRY, James",Mexico,Diving,3m springboard,M,Men,Bronze,USA,Aquatics,True,False,1968
"GOSSICK, Sue",Mexico,Diving,3m springboard,W,Women,Gold,USA,Aquatics,True,False,1968
"SAFONOVA, Tamara",Mexico,Diving,3m springboard,W,Women,Silver,URS,Aquatics,True,False,1968
"O'SULLIVAN, Keala",Mexico,Diving,3m springboard,W,Women,Bronze,USA,Aquatics,True,False,1968
"MATTHES, Roland",Mexico,Swimming,100m backstroke,M,Men,Gold,GDR,Aquatics,True,False,1968
"HICKCOX, Charles",Mexico,Swimming,100m backstroke,M,Men,Silver,USA,Aquatics,True,False,1968
"MILLS, Ronald P.",Mexico,Swimming,100m backstroke,M,Men,Bronze,USA,Aquatics,True,False,1968
"HALL, Kaye",Mexico,Swimming,100m backstroke,W,Women,Gold,USA,Aquatics,True,False,1968
"TANNER, Elaine",Mexico,Swimming,100m backstroke,W,Women,Silver,CAN,Aquatics,True,False,1968
"SWAGERTY, Jane",Mexico,Swimming,100m backstroke,W,Women,Bronze,USA,Aquatics,True,False,1968
"MCKENZIE, Donald Ward Jr.",Mexico,Swimming,100m breaststroke,M,Men,Gold,USA,Aquatics,True,False,1968
"KOSINSKY, Vladimir",Mexico,Swimming,100m breaststroke,M,Men,Silver,URS,Aquatics,True,False,1968
"PANKIN, Nikolai",Mexico,Swimming,100m breaststroke,M,Men,Bronze,URS,Aquatics,True,False,1968
"BJEDOV, Djurdjica",Mexico,Swimming,100m breaststroke,W,Women,Gold,YUG,Aquatics,True,False,1968
"PROZUMENSHCHIKOVA, Galina",Mexico,Swimming,100m breaststroke,W,Women,Silver,URS,Aquatics,True,False,1968
"WICHMAN, Sharon",Mexico,Swimming,100m breaststroke,W,Women,Bronze,USA,Aquatics,True,False,1968
"RUSSELL, Douglas Albert",Mexico,Swimming,100m butterfly,M,Men,Gold,USA,Aquatics,True,False,1968
"SPITZ, Mark",Mexico,Swimming,100m butterfly,M,Men,Silver,USA,Aquatics,True,False,1968
"WALES, Ross",Mexico,Swimming,100m butterfly,M,Men,Bronze,USA,Aquatics,True,False,1968
"MCCLEMENTS, Lynette",Mexico,Swimming,100m butterfly,W,Women,Gold,AUS,Aquatics,True,False,1968
"DANIEL, Ellie",Mexico,Swimming,100m butterfly,W,Women,Silver,USA,Aquatics,True,False,1968
"SHIELDS, Susan",Mexico,Swimming,100m butterfly,W,Women,Bronze,USA,Aquatics,True,False,1968
"WENDEN, Mike",Mexico,Swimming,100m freestyle,M,Men,Gold,AUS,Aquatics,True,False,1968
"WALSH, Kenneth Marshall",Mexico,Swimming,100m freestyle,M,Men,Silver,USA,Aquatics,True,False,1968
"SPITZ, Mark",Mexico,Swimming,100m freestyle,M,Men,Bronze,USA,Aquatics,True,False,1968
"HENNE, Jan",Mexico,Swimming,100m freestyle,W,Women,Gold,USA,Aquatics,True,False,1968
"PEDERSEN, Susan",Mexico,Swimming,100m freestyle,W,Women,Silver,USA,Aquatics,True,False,1968
"GUSTAVSON, Linda",Mexico,Swimming,100m freestyle,W,Women,Bronze,USA,Aquatics,True,False,1968
"BURTON, Michael",Mexico,Swimming,1500m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"KINSELLA, John",Mexico,Swimming,1500m freestyle,M,Men,Silver,USA,Aquatics,True,False,1968
"BROUGH, Gregory",Mexico,Swimming,1500m freestyle,M,Men,Bronze,AUS,Aquatics,True,False,1968
"MATTHES, Roland",Mexico,Swimming,200m backstroke,M,Men,Gold,GDR,Aquatics,True,False,1968
"IVEY, Mitchell",Mexico,Swimming,200m backstroke,M,Men,Silver,USA,Aquatics,True,False,1968
"HORSLEY, Jack",Mexico,Swimming,200m backstroke,M,Men,Bronze,USA,Aquatics,True,False,1968
"WATSON, Lillian Debra",Mexico,Swimming,200m backstroke,W,Women,Gold,USA,Aquatics,True,False,1968
"TANNER, Elaine",Mexico,Swimming,200m backstroke,W,Women,Silver,CAN,Aquatics,True,False,1968
"HALL, Kaye",Mexico,Swimming,200m backstroke,W,Women,Bronze,USA,Aquatics,True,False,1968
"MUÑOZ, Felipe",Mexico,Swimming,200m breaststroke,M,Men,Gold,MEX,Aquatics,True,False,1968
"KOSINSKY, Vladimir",Mexico,Swimming,200m breaststroke,M,Men,Silver,URS,Aquatics,True,False,1968
"JOB, Brian",Mexico,Swimming,200m breaststroke,M,Men,Bronze,USA,Aquatics,True,False,1968
"WICHMAN, Sharon",Mexico,Swimming,200m breaststroke,W,Women,Gold,USA,Aquatics,True,False,1968
"BJEDOV, Djurdjica",Mexico,Swimming,200m breaststroke,W,Women,Silver,YUG,Aquatics,True,False,1968
"PROZUMENSHCHIKOVA, Galina",Mexico,Swimming,200m breaststroke,W,Women,Bronze,URS,Aquatics,True,False,1968
"ROBIE, Carl",Mexico,Swimming,200m butterfly,M,Men,Gold,USA,Aquatics,True,False,1968
"WOODROFFE, Martin",Mexico,Swimming,200m butterfly,M,Men,Silver,GBR,Aquatics,True,False,1968
"FERRIS, John",Mexico,Swimming,200m butterfly,M,Men,Bronze,USA,Aquatics,True,False,1968
"KOK, Ada",Mexico,Swimming,200m butterfly,W,Women,Gold,NED,Aquatics,True,False,1968
"LINDNER, Helga",Mexico,Swimming,200m butterfly,W,Women,Silver,GDR,Aquatics,True,False,1968
"DANIEL, Ellie",Mexico,Swimming,200m butterfly,W,Women,Bronze,USA,Aquatics,True,False,1968
"WENDEN, Mike",Mexico,Swimming,200m freestyle,M,Men,Gold,AUS,Aquatics,True,False,1968
"SCHOLLANDER, Don",Mexico,Swimming,200m freestyle,M,Men,Silver,USA,Aquatics,True,False,1968
"NELSON, John",Mexico,Swimming,200m freestyle,M,Men,Bronze,USA,Aquatics,True,False,1968
"MEYER, Debbie",Mexico,Swimming,200m freestyle,W,Women,Gold,USA,Aquatics,True,False,1968
"HENNE, Jan",Mexico,Swimming,200m freestyle,W,Women,Silver,USA,Aquatics,True,False,1968
"BARKMAN, Jane",Mexico,Swimming,200m freestyle,W,Women,Bronze,USA,Aquatics,True,False,1968
"HICKCOX, Charles",Mexico,Swimming,200m medley,M,Men,Gold,USA,Aquatics,True,False,1968
"BUCKINGHAM, Gregory F.",Mexico,Swimming,200m medley,M,Men,Silver,USA,Aquatics,True,False,1968
"FERRIS, John",Mexico,Swimming,200m medley,M,Men,Bronze,USA,Aquatics,True,False,1968
"KOLB, Claudia",Mexico,Swimming,200m medley,W,Women,Gold,USA,Aquatics,True,False,1968
"PEDERSEN, Susan",Mexico,Swimming,200m medley,W,Women,Silver,USA,Aquatics,True,False,1968
"HENNE, Jan",Mexico,Swimming,200m medley,W,Women,Bronze,USA,Aquatics,True,False,1968
"BURTON, Michael",Mexico,Swimming,400m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"HUTTON, Ralph",Mexico,Swimming,400m freestyle,M,Men,Silver,CAN,Aquatics,True,False,1968
"MOSCONI, Alain",Mexico,Swimming,400m freestyle,M,Men,Bronze,FRA,Aquatics,True,False,1968
"MEYER, Debbie",Mexico,Swimming,400m freestyle,W,Women,Gold,USA,Aquatics,True,False,1968
"GUSTAVSON, Linda",Mexico,Swimming,400m freestyle,W,Women,Silver,USA,Aquatics,True,False,1968
"MORAS, Karen",Mexico,Swimming,400m freestyle,W,Women,Bronze,AUS,Aquatics,True,False,1968
"HICKCOX, Charles",Mexico,Swimming,400m medley,M,Men,Gold,USA,Aquatics,True,False,1968
"HALL, Gary",Mexico,Swimming,400m medley,M,Men,Silver,USA,Aquatics,True,False,1968
"HOLTHAUS, Michael",Mexico,Swimming,400m medley,M,Men,Bronze,FRG,Aquatics,True,False,1968
"KOLB, Claudia",Mexico,Swimming,400m medley,W,Women,Gold,USA,Aquatics,True,False,1968
"VIDALI, Lynn",Mexico,Swimming,400m medley,W,Women,Silver,USA,Aquatics,True,False,1968
"STEINBACH, Sabine",Mexico,Swimming,400m medley,W,Women,Bronze,GDR,Aquatics,True,False,1968
"RERYCH, Stephen Karl",Mexico,Swimming,4x100m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"SPITZ, Mark",Mexico,Swimming,4x100m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"WALSH, Kenneth Marshall",Mexico,Swimming,4x100m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"ZORN, Zachary",Mexico,Swimming,4x100m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"BELITS-GEIMAN, Semyon",Mexico,Swimming,4x100m freestyle,M,Men,Silver,URS,Aquatics,True,False,1968
"ILYICHEV, Leonid",Mexico,Swimming,4x100m freestyle,M,Men,Silver,URS,Aquatics,True,False,1968
"KULIKOV, Georgi",Mexico,Swimming,4x100m freestyle,M,Men,Silver,URS,Aquatics,True,False,1968
"MAZANOV, Viktor",Mexico,Swimming,4x100m freestyle,M,Men,Silver,URS,Aquatics,True,False,1968
"CUSACK, Robert",Mexico,Swimming,4x100m freestyle,M,Men,Bronze,AUS,Aquatics,True,False,1968
"ROGERS, Gregory",Mexico,Swimming,4x100m freestyle,M,Men,Bronze,AUS,Aquatics,True,False,1968
"WENDEN, Mike",Mexico,Swimming,4x100m freestyle,M,Men,Bronze,AUS,Aquatics,True,False,1968
"WINDLE, Robert",Mexico,Swimming,4x100m freestyle,M,Men,Bronze,AUS,Aquatics,True,False,1968
"BARKMAN, Jane",Mexico,Swimming,4x100m freestyle,W,Women,Gold,USA,Aquatics,True,False,1968
"GUSTAVSON, Linda",Mexico,Swimming,4x100m freestyle,W,Women,Gold,USA,Aquatics,True,False,1968
"HENNE, Jan",Mexico,Swimming,4x100m freestyle,W,Women,Gold,USA,Aquatics,True,False,1968
"PEDERSEN, Susan",Mexico,Swimming,4x100m freestyle,W,Women,Gold,USA,Aquatics,True,False,1968
"GRUNERT , Martina",Mexico,Swimming,4x100m freestyle,W,Women,Silver,GDR,Aquatics,True,False,1968
"KRAUSE, Roswitha",Mexico,Swimming,4x100m freestyle,W,Women,Silver,GDR,Aquatics,True,False,1968
"SCHMUCK, Uta",Mexico,Swimming,4x100m freestyle,W,Women,Silver,GDR,Aquatics,True,False,1968
"WETZKO, Gabriele",Mexico,Swimming,4x100m freestyle,W,Women,Silver,GDR,Aquatics,True,False,1968
"CORSON, Marilyn",Mexico,Swimming,4x100m freestyle,W,Women,Bronze,CAN,Aquatics,True,False,1968
"COUGHLAN, Angela",Mexico,Swimming,4x100m freestyle,W,Women,Bronze,CAN,Aquatics,True,False,1968
"LAY, Marion",Mexico,Swimming,4x100m freestyle,W,Women,Bronze,CAN,Aquatics,True,False,1968
"TANNER, Elaine",Mexico,Swimming,4x100m freestyle,W,Women,Bronze,CAN,Aquatics,True,False,1968
"HICKCOX, Charles",Mexico,Swimming,4x100m medley,M,Men,Gold,USA,Aquatics,True,False,1968
"MCKENZIE, Donald Ward Jr.",Mexico,Swimming,4x100m medley,M,Men,Gold,USA,Aquatics,True,False,1968
"RUSSELL, Douglas Albert",Mexico,Swimming,4x100m medley,M,Men,Gold,USA,Aquatics,True,False,1968
"WALSH, Kenneth Marshall",Mexico,Swimming,4x100m medley,M,Men,Gold,USA,Aquatics,True,False,1968
"GREGOR, Horst-Günther",Mexico,Swimming,4x100m medley,M,Men,Silver,GDR,Aquatics,True,False,1968
"HENNINGER, Egon",Mexico,Swimming,4x100m medley,M,Men,Silver,GDR,Aquatics,True,False,1968
"MATTHES, Roland",Mexico,Swimming,4x100m medley,M,Men,Silver,GDR,Aquatics,True,False,1968
"WIEGAND, Frank",Mexico,Swimming,4x100m medley,M,Men,Silver,GDR,Aquatics,True,False,1968
"GROMAK, Yuri",Mexico,Swimming,4x100m medley,M,Men,Bronze,URS,Aquatics,True,False,1968
"ILYICHEV, Leonid",Mexico,Swimming,4x100m medley,M,Men,Bronze,URS,Aquatics,True,False,1968
"KOSINSKY, Vladimir",Mexico,Swimming,4x100m medley,M,Men,Bronze,URS,Aquatics,True,False,1968
"NEMSHILOV, Vladimir",Mexico,Swimming,4x100m medley,M,Men,Bronze,URS,Aquatics,True,False,1968
"BALL, Catie",Mexico,Swimming,4x100m medley,W,Women,Gold,USA,Aquatics,True,False,1968
"DANIEL, Ellie",Mexico,Swimming,4x100m medley,W,Women,Gold,USA,Aquatics,True,False,1968
"HALL, Kaye",Mexico,Swimming,4x100m medley,W,Women,Gold,USA,Aquatics,True,False,1968
"PEDERSEN, Susan",Mexico,Swimming,4x100m medley,W,Women,Gold,USA,Aquatics,True,False,1968
"MCCLEMENTS, Lynette",Mexico,Swimming,4x100m medley,W,Women,Silver,AUS,Aquatics,True,False,1968
"PLAYFAIR, Judy",Mexico,Swimming,4x100m medley,W,Women,Silver,AUS,Aquatics,True,False,1968
"STEINBECK, Janet",Mexico,Swimming,4x100m medley,W,Women,Silver,AUS,Aquatics,True,False,1968
"WATSON, Lynette",Mexico,Swimming,4x100m medley,W,Women,Silver,AUS,Aquatics,True,False,1968
"FROMMATER, Uta",Mexico,Swimming,4x100m medley,W,Women,Bronze,FRG,Aquatics,True,False,1968
"HUSTEDE, Heike",Mexico,Swimming,4x100m medley,W,Women,Bronze,FRG,Aquatics,True,False,1968
"KRAUS, Angelika",Mexico,Swimming,4x100m medley,W,Women,Bronze,FRG,Aquatics,True,False,1968
"REINECK, Heidemarie",Mexico,Swimming,4x100m medley,W,Women,Bronze,FRG,Aquatics,True,False,1968
"NELSON, John",Mexico,Swimming,4x200m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"RERYCH, Stephen Karl",Mexico,Swimming,4x200m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"SCHOLLANDER, Don",Mexico,Swimming,4x200m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"SPITZ, Mark",Mexico,Swimming,4x200m freestyle,M,Men,Gold,USA,Aquatics,True,False,1968
"ROGERS, Gregory",Mexico,Swimming,4x200m freestyle,M,Men,Silver,AUS,Aquatics,True,False,1968
"WENDEN, Mike",Mexico,Swimming,4x200m freestyle,M,Men,Silver,AUS,Aquatics,True,False,1968
"WHITE, Graham",Mexico,Swimming,4x200m freestyle,M,Men,Silver,AUS,Aquatics,True,False,1968
"WINDLE, Robert",Mexico,Swimming,4x200m freestyle,M,Men,Silver,AUS,Aquatics,True,False,1968
"BELITS-GEIMAN, Semyon",Mexico,Swimming,4x200m freestyle,M,Men,Bronze,URS,Aquatics,True,False,1968
"BURE, Vladimir",Mexico,Swimming,4x200m freestyle,M,Men,Bronze,URS,Aquatics,True,False,1968
"ILYICHEV, Leonid",Mexico,Swimming,4x200m freestyle,M,Men,Bronze,URS,Aquatics,True,False,1968
"KULIKOV, Georgi",Mexico,Swimming,4x200m freestyle,M,Men,Bronze,URS,Aquatics,True,False,1968
"MEYER, Debbie",Mexico,Swimming,800m freestyle,W,Women,Gold,USA,Aquatics,True,False,1968
"KRUSE, Pamela",Mexico,Swimming,800m freestyle,W,Women,Silver,USA,Aquatics,True,False,1968
"RAMIREZ, Maria Teresa",Mexico,Swimming,800m freestyle,W,Women,Bronze,MEX,Aquatics,True,False,1968
"BONACIC, Ozren",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"DABOVIC, Dejan",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"HEBEL, Zdravko",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"JANKOVIC, Zoran",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"LOPATNY, Ronald",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"MAROVIC, Uroš",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"PERISIC, Djordje",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"POLJAK, Miroslav",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"SANDIC, Mirko",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"STIPANIC, Karlo",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"TRUMBIC, Ivo",Mexico,Water Polo,water polo,M,Men,Gold,YUG,Aquatics,True,False,1968
"BARKALOV, Aleksey",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
"BOVIN, Oleg",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
"CHIKVANAYA, Givi",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
"DOLGUSHIN, Aleksandr Ivanovich",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
"GRIGOROVSKY, Yuri",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
"GRISHIN, Boris",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
"GULYAEV, Vadim",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
"OSIPOV, Leonid",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
"SEMYONOV, Vladimir",Mexico,Water Polo,water polo,M,Men,Silver,URS,Aquatics,True,False,1968
