Country,Host_City,Year,Gender,Gold,Silver,Bronze,Total_Medals,Ath_Rating,Gold_Share,Medal_Share,Rating_Share,Males,Females,Summer,Winter,Population_Density,Population,NOC_Males_Sent,NOC_Females_Sent,NOC_Total_Sent,Female_Representation,Male_Representation,Population_Representation,norm_Gold_Share,norm_Medal_Share,norm_Rating_Share,norm_Population,norm_Population_Density,norm_Male_Representation,norm_Female_Representation,norm_Population_Representation,norm_Males,norm_Females
Algeria,Sydney,2000,Women,1,0,0,1,3,0.0014947683109118087,0.0004955401387512388,0.0007457121551081282,15803153.0,15380507.0,True,False,13.502436041990332,31183660.0,37.0,10.0,47.0,6.501736256158525e-07,2.341304928200088e-06,1.5071996038951168e-06,0.003487792725460887,2.1479575505140016e-05,0.0019412266687536092,0.022601774013299127,0.0015595562844359337,0.0028356958646398173,0.0027138247133205685,0.0032139108989380403,0.02223056497933424,0.022996358874368194
Argentina,Athens,2004,Men,26,0,2,28,80,0.03951367781155015,0.014042126379137413,0.020161290322580645,18945315.0,19783381.0,True,False,13.954270391918142,38728696.0,109.0,46.0,155.0,2.3251839511153325e-06,5.753401302643951e-06,4.002200332280746e-06,0.0921985815602837,0.05703457926364114,0.07763283661275584,0.028074580635916842,0.0016149199354341726,0.006988585170093374,0.009705317811955397,0.008606225988423397,0.02665388987618986,0.029584735332480627
Argentina,Athens,2004,Women,0,0,19,19,19,0.0,0.009528585757271816,0.004788306451612903,18945315.0,19783381.0,True,False,13.954270391918142,38728696.0,109.0,46.0,155.0,2.3251839511153325e-06,5.753401302643951e-06,4.002200332280746e-06,0.0,0.038038580061000776,0.017701276048355516,0.028074580635916842,0.0016149199354341726,0.006988585170093374,0.009705317811955397,0.008606225988423397,0.02665388987618986,0.029584735332480627
Argentina,Atlanta,1996,Men,0,19,1,20,39,0.0,0.010770059235325794,0.010551948051948052,17347100.0,18072582.0,True,False,12.762005202131153,35419682.0,130.0,47.0,177.0,2.600624526146845e-06,7.494047996495091e-06,4.997221601255483e-06,0.0,0.0432635311969152,0.04017082643241108,0.025674380857740205,0.0014688306576374265,0.009107139937071693,0.010855006772136931,0.010756713618350072,0.024404030002628883,0.027024728424228817
Argentina,Barcelone,1992,Men,0,0,2,2,2,0.0,0.0011682242990654205,0.0005899705014749262,16493560.0,17161591.0,True,False,12.126230047477824,33655151.0,67.0,17.0,84.0,9.905841480548045e-07,4.062191546276244e-06,2.4959032274138362e-06,0.0,0.0028525846532025004,0.0013340680048623858,0.02439447484501684,0.0013909285818408384,0.004930200488141678,0.004134698233980754,0.005350744530877892,0.023202473643516228,0.02566153891257068
Argentina,Beijing,2008,Men,20,0,14,34,74,0.03003003003003003,0.016674840608141245,0.018334985133795837,19752158.0,20630231.0,True,False,14.550109695860165,40382389.0,80.0,56.0,136.0,2.71446306151395e-06,4.050190364009847e-06,3.3678047130891636e-06,0.07007007007007007,0.068114802437586,0.0705129878605926,0.02927409008851277,0.001687928637140341,0.004915593754914501,0.011330168818759227,0.007235139787465204,0.027789709330996355,0.030851945478297317
Argentina,Beijing,2008,Women,0,0,17,17,17,0.0,0.008337420304070623,0.00421209117938553,19752158.0,20630231.0,True,False,14.550109695860165,40382389.0,80.0,56.0,136.0,2.71446306151395e-06,4.050190364009847e-06,3.3678047130891636e-06,0.0,0.03302535875761746,0.01545490144889701,0.02927409008851277,0.001687928637140341,0.004915593754914501,0.011330168818759227,0.007235139787465204,0.027789709330996355,0.030851945478297317
Argentina,London,2012,Men,1,0,3,4,6,0.0015772870662460567,0.00205761316872428,0.0015604681404421327,20592912.0,21503827.0,True,False,15.167804220002804,42096739.0,97.0,41.0,138.0,1.9066373627354797e-06,4.710358593286855e-06,3.27816366013529e-06,0.003680336487907466,0.006595728157224784,0.005117551973593645,0.03051759721471928,0.0017636152777501578,0.005719089693569385,0.007958304352057891,0.007041403249843713,0.028973266416955305,0.03215917782705433
Argentina,London,2012,Women,0,16,0,16,32,0.0,0.00823045267489712,0.008322496749024707,20592912.0,21503827.0,True,False,15.167804220002804,42096739.0,97.0,41.0,138.0,1.9066373627354797e-06,4.710358593286855e-06,3.27816366013529e-06,0.0,0.032575167395952405,0.03147931300157571,0.03051759721471928,0.0017636152777501578,0.005719089693569385,0.007958304352057891,0.007041403249843713,0.028973266416955305,0.03215917782705433
Argentina,Mexico,1968,Men,0,0,2,2,2,0.0,0.001941747572815534,0.0009751340809361287,11691704.0,11569574.0,True,False,8.381231396832385,23261278.0,85.0,5.0,90.0,4.3216802969582114e-07,7.270112209477763e-06,3.869090941606906e-06,0.0,0.006108088197404005,0.002835627792046834,0.016855258731396247,0.000932050680423346,0.008834585931276893,0.0018038693559503573,0.008318543597105148,0.016442742860725418,0.01729375160905836
Argentina,Munich,1972,Men,0,1,0,1,2,0.0,0.0008445945945945946,0.0008536064874093043,12407347.0,12375602.0,True,False,8.929502079159011,24782949.0,88.0,4.0,92.0,3.2321659988742366e-07,7.092571844730384e-06,3.7122297269788193e-06,0.0,0.0014905342978126545,0.0023618526035192856,0.01795900576802342,0.0009992307580640731,0.008618500158445848,0.0013491060879301062,0.007979527626099268,0.017450177072952683,0.018499876494707922
Argentina,Rio,2016,Men,19,1,0,20,59,0.02848575712143928,0.009896091044037604,0.014716887004240458,21457908.0,22389522.0,True,False,15.798592707864554,43847430.0,142.0,75.0,217.0,3.349781205690769e-06,6.617606898118866e-06,4.948978765688205e-06,0.06646676661669165,0.039585288226326544,0.05640783631685775,0.031787464356368075,0.001840906332981493,0.008040416590226064,0.01398198675255327,0.010652448891198143,0.030190949764434056,0.03348451488804401
Argentina,Rio,2016,Women,2,0,0,2,6,0.0029985007496251873,0.0009896091044037606,0.0014966325767024195,21457908.0,22389522.0,True,False,15.798592707864554,43847430.0,142.0,75.0,217.0,3.349781205690769e-06,6.617606898118866e-06,4.948978765688205e-06,0.0069965017491254375,0.0021008523925166727,0.004868689099180934,0.031787464356368075,0.001840906332981493,0.008040416590226064,0.01398198675255327,0.010652448891198143,0.030190949764434056,0.03348451488804401
Argentina,Rome,1960,Men,0,3,1,4,7,0.0,0.0045351473922902496,0.003981797497155859,10471009.0,10148066.0,True,False,7.429223741001751,20619075.0,91.0,0.0,91.0,0.0,8.69066199828498e-06,4.413389058432544e-06,0.0,0.017022850028550834,0.014557101784239098,0.014938731616522257,0.000815400364630667,0.010563548240192724,0.0,0.009494906760107684,0.01472433032026214,0.0151666342211389
Argentina,Seoul,1988,Men,0,0,12,12,12,0.0,0.007761966364812419,0.0039177277179236044,15603797.0,16191720.0,True,False,11.456188493122255,31795517.0,93.0,25.0,118.0,1.5439990316038074e-06,5.960087791452299e-06,3.7112150118521427e-06,0.0,0.030603463512374973,0.014307325820988584,0.02304558568519771,0.0013088278146557268,0.007240144919513943,0.006444651957914291,0.007977334575160703,0.021949924974733095,0.024210242494865798
