Source,Target
YUG,GDR
YUG,URS
GDR,URS
ROU,BUL
ROU,URS
BUL,URS
TCH,HUN
TCH,URS
HUN,URS
POL,USA
POL,USA
USA,USA
AUS,POL
AUS,AUS
POL,AUS
URS,FRA
URS,GBR
FRA,GBR
URS,USA
URS,CUB
USA,CUB
NED,USA
NED,ROU
USA,ROU
TPE,AUS
TPE,AUS
AUS,AUS
HUN,ROU
HUN,FRG
ROU,FRG
URS,TCH
URS,URS
TCH,URS
AUT,HUN
AUT,ROU
HUN,ROU
URS,ROU
URS,GBR
ROU,GBR
HUN,FRG
HUN,AUT
FRG,AUT
URS,GDR
URS,GDR
GDR,GDR
ROU,URS
ROU,FRG
URS,FRG
URS,FRG
URS,HUN
FRG,HUN
USA,TCH
USA,URS
TCH,URS
USA,USA
USA,URS
USA,URS
SUI,FRG
SUI,URS
FRG,URS
ROU,URS
ROU,HUN
URS,HUN
HUN,URS
HUN,MEX
URS,MEX
GDR,URS
GDR,TCH
URS,TCH
URS,URS
URS,TCH
URS,TCH
URS,TCH
URS,URS
TCH,URS
URS,TCH
URS,URS
TCH,URS
URS,TCH
URS,GDR
TCH,GDR
URS,TCH
URS,GDR
TCH,GDR
USA,USA
USA,CAN
USA,CAN
USA,YUG
USA,URS
YUG,URS
USA,AUS
USA,USA
AUS,USA
USA,USA
USA,USA
USA,USA
USA,USA
USA,CAN
USA,CAN
URS,USA
URS,YUG
USA,YUG
USA,NED
USA,GDR
NED,GDR
USA,USA
USA,USA
USA,USA
USA,USA
USA,USA
USA,USA
AUS,USA
AUS,USA
USA,USA
GDR,USA
GDR,USA
USA,USA
CAN,USA
CAN,GDR
USA,GDR
FRG,USA
FRG,AUS
USA,AUS
MEX,USA
MEX,USA
USA,USA
POL,URS
POL,JPN
URS,JPN
FIN,USA
FIN,SWE
USA,SWE
ETH,FIN
ETH,BEL
FIN,BEL
JAM,URS
JAM,USA
URS,USA
USA,USA
USA,FRA
USA,FRA
NZL,FIN
NZL,KEN
FIN,KEN
ITA,URS
ITA,USA
URS,USA
GDR,GDR
GDR,URS
GDR,URS
FIN,KEN
FIN,KEN
KEN,KEN
KEN,USA
KEN,USA
USA,USA
GBR,UGA
GBR,USA
UGA,USA
FRG,USA
FRG,URS
USA,URS
FRA,KEN
FRA,GBR
KEN,GBR
GBR,FIN
GBR,TUN
FIN,TUN
USA,FRG
USA,URS
FRG,URS
KEN,USA
KEN,URS
USA,URS
POL,URS
POL,URS
URS,URS
SWE,TCH
SWE,USA
TCH,USA
URS,URS
URS,GDR
URS,GDR
USA,URS
USA,GDR
URS,GDR
USA,FRG
USA,URS
FRG,URS
USA,USA
USA,FRG
USA,FRG
ETH,USA
ETH,BEL
USA,BEL
USA,GDR
USA,USA
GDR,USA
GDR,POL
GDR,USA
POL,USA
BRA,URS
BRA,GDR
URS,GDR
CUB,URS
CUB,USA
URS,USA
FRG,SWE
FRG,CUB
FRG,ROU
SWE,CUB
SWE,ROU
CUB,ROU
GBR,ESP
GBR,HUN
GBR,PRK
ESP,HUN
ESP,PRK
HUN,PRK
POL,CUB
POL,BUL
POL,UGA
CUB,BUL
CUB,UGA
BUL,UGA
USA,GBR
USA,CUB
USA,MEX
GBR,CUB
GBR,MEX
CUB,MEX
HUN,COL
HUN,URS
HUN,KEN
COL,URS
COL,KEN
URS,KEN
KEN,COL
KEN,POL
KEN,HUN
COL,POL
COL,HUN
POL,HUN
NIG,YUG
NIG,USA
NIG,BUL
YUG,USA
YUG,BUL
USA,BUL
KEN,USA
KEN,CUB
KEN,HUN
USA,CUB
USA,HUN
CUB,HUN
GBR,GDR
GBR,FRG
GBR,POL
GDR,FRG
GDR,POL
FRG,POL
GHA,USA
GHA,URS
GHA,FIN
USA,URS
USA,FIN
URS,FIN
POL,NGR
